analysis_type,roi_index,roi_label,comparison,coefficient,p_value,p_value_fdr,p_value_bonferroni,p_value_used,cohens_d,active_mean,active_std,sham_mean,sham_std,mean_difference,t_statistic,active_change_mean,active_change_std,sham_change_mean,sham_change_std,change_difference,p_value_active_vs_zero,p_value_sham_vs_zero,effect_size_category,active_change_direction,sham_change_direction
standard,988,Superior occipital gyrus RH,stimulation,drift_1,0.0015188787066507347,1.0,1.0,0.0015188787066507347,1.2336945534691728,0.0051404893400212376,0.008862057927883627,-0.007886743471294932,0.012019617882248323,0.01302723281131617,3.4894151386838472,,,,,,,,large,N/A,N/A
baseline_corrected,447,Superior parietal sulcus middle LH,stimulation_minus_baseline,drift_1,0.0015867291487523963,0.40620266208061345,1.0,0.0015867291487523963,-1.2278652812925737,-0.007804480182712575,0.014618141789532921,0.012244702650809689,0.017875931732513877,-0.020049182833522264,-3.472927467142026,-0.007804480182712575,0.014618141789532921,0.012244702650809689,0.017875931732513877,-0.020049182833522264,0.04961288531118865,0.015190732968343203,large,decrease,increase
standard,602,Subcentral gyrus posterior LH,baseline,drift_1,0.0017002554615071588,1.0,1.0,0.0017002554615071588,1.218630278548337,0.009040232015023342,0.00872676235079546,-0.0014091802722668563,0.00841993070580491,0.010449412287290199,3.4468069348831216,,,,,,,,large,N/A,N/A
standard,970,Central sulcus mid-inferior LH,recovery,drift_0,0.001702933786650346,1.0,1.0,0.001702933786650346,-1.218419674135085,-0.047857905025687826,0.017551282478383598,-0.030772676147156237,0.009230963527072202,-0.01708522887853159,-3.4462112556480884,,,,,,,,large,N/A,N/A
standard,781,Precuneus antero-inferior RH,stimulation,drift_0,0.001783900203202493,1.0,1.0,0.001783900203202493,-1.212199483299452,-0.062056016316275955,0.012054504671379196,-0.04874389623947828,0.0097922590440948,-0.013312120076797676,-3.428617899167486,,,,,,,,large,N/A,N/A
standard,447,Superior parietal sulcus middle LH,baseline,drift_1,0.0018383215076104211,0.9412206118965356,1.0,0.0018383215076104211,1.2081698983205245,0.009165141982807988,0.009205564099658593,-0.00105561305101165,0.007641376960222028,0.010220755033819638,3.4172205117116183,,,,,,,,large,N/A,N/A
baseline_corrected,238,Anterior insula anterior RH,stimulation_minus_baseline,diffusion,0.0018496943853575044,1.0,1.0,0.0018496943853575044,-1.2073423547643147,-0.04094621540656297,0.04220397472835144,0.010408920693375132,0.04286483170732225,-0.0513551360999381,-3.4148798650703256,-0.04094621540656297,0.04220397472835144,0.010408920693375132,0.04286483170732225,-0.0513551360999381,0.0014780289820180523,0.34678990456028014,large,decrease,increase
baseline_corrected,501,Cerebellum Crus II RH,stimulation_minus_baseline,drift_0,0.0019175841875021201,0.49090155200054275,1.0,0.0019175841875021201,-1.2025021599225079,-0.016147692144697873,0.01968249514835767,0.008439488341944907,0.021183320731668277,-0.024587180486642782,-3.4011897266907023,-0.016147692144697873,0.01968249514835767,0.008439488341944907,0.021183320731668277,-0.024587180486642782,0.005045339755418362,0.13187312182228658,large,decrease,increase
baseline_corrected,655,Frontal pole RH,stimulation_minus_baseline,drift_0,0.0019500972731782817,0.3993799215469121,1.0,0.0019500972731782817,-1.2002423639884658,-0.013920870498241,0.01446140145155581,0.006586459338386038,0.019357944690046806,-0.02050732983662704,-3.3947980585744673,-0.013920870498241,0.01446140145155581,0.006586459338386038,0.019357944690046806,-0.02050732983662704,0.0015723482260629512,0.1936169338864479,large,decrease,increase
baseline_corrected,776,Superior occipital sulcus inferior RH,stimulation_minus_baseline,diffusion,0.0020522721282828136,1.0,1.0,0.0020522721282828136,-1.1933699515065113,-0.017740041754718307,0.039194125030927285,0.03012160991159185,0.040998182212023664,-0.04786165166631016,-3.375359940698062,-0.017740041754718307,0.039194125030927285,0.03012160991159185,0.040998182212023664,-0.04786165166631016,0.09029605925241084,0.01016156928252295,large,decrease,increase
standard,825,Parieto-occipital sulcus postero-superior RH,stimulation,drift_1,0.002079377269243349,1.0,1.0,0.002079377269243349,-1.1916021455795582,-0.005707594876626275,0.009469579445898027,0.006548982002937687,0.011041841969469392,-0.012256576879563962,-3.3703598304629807,,,,,,,,large,N/A,N/A
baseline_corrected,416,Cerebellum V,stimulation_minus_baseline,drift_0,0.002242289343419093,0.3826840479435252,1.0,0.002242289343419093,1.1814226393096838,0.004703152438619681,0.013513059912098264,-0.015210396739031858,0.019637146712176323,0.01991354917765154,3.341567838812744,0.004703152438619681,0.013513059912098264,-0.015210396739031858,0.019637146712176323,0.01991354917765154,0.18416541621838345,0.007342824552186768,large,increase,decrease
standard,18,Inferior longitudinal fasciculus posterior RH,stimulation,drift_0,0.002322070923067268,1.0,1.0,0.002322070923067268,-1.1766944497830794,-0.05764741474077098,0.01273768503504186,-0.04406436724825988,0.010210350816176874,-0.013583047492511102,-3.3281944993047556,,,,,,,,large,N/A,N/A
baseline_corrected,602,Subcentral gyrus posterior LH,recovery_minus_baseline,drift_1,0.0026996967650560347,1.0,1.0,0.0026996967650560347,-1.1562426398153915,-0.007365182513175879,0.01141923034947997,0.0054729839799641375,0.010778215629517297,-0.012838166493140016,-3.2703480452419926,-0.007365182513175879,0.01141923034947997,0.0054729839799641375,0.010778215629517297,-0.012838166493140016,0.02091789489349143,0.06035419992430431,large,decrease,increase
standard,855,Superior frontal sulcus anterior LH,baseline,drift_1,0.002860993892292815,0.9765525819026143,1.0,0.002860993892292815,1.1483331035737105,0.0075196334462523245,0.010384043413565013,-0.004025632116631393,0.009712611990534015,0.011545265562883718,3.247976498391859,,,,,,,,large,N/A,N/A
baseline_corrected,269,Corticospinal tract postero-superior RH,stimulation_minus_baseline,drift_1,0.0028902041573184334,0.5919138114188152,1.0,0.0028902041573184334,-1.1469465896624906,-0.0026730038218575588,0.010833083070701764,0.01118320006359853,0.01321147210604543,-0.013856203885456088,-3.244054844836527,-0.0026730038218575588,0.010833083070701764,0.01118320006359853,0.01321147210604543,-0.013856203885456088,0.3393073757078525,0.0040739105959910265,large,decrease,increase
standard,11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),stimulation,drift_0,0.002890890462149571,0.9867572777470536,1.0,0.002890890462149571,1.1469141747850855,-0.03094904523673651,0.009864736669257938,-0.0468259047669593,0.016910067445906268,0.015876859530222793,3.2439631617180282,,,,,,,,large,N/A,N/A
standard,510,Inferior longitudinal fasciculus mid-posterior RH,recovery,drift_0,0.0029939696707748024,1.0,1.0,0.0029939696707748024,-1.1421274577809217,-0.06041050920645366,0.01448656131564114,-0.04537065524144583,0.011702424047345462,-0.01503985396500783,-3.230424281504968,,,,,,,,large,N/A,N/A
standard,160,Cingulate cortex mid-posterior,stimulation,diffusion,0.0032059986373044226,1.0,1.0,0.0032059986373044226,-1.1327585990905056,0.08481497667608151,0.01935443976303838,0.1084140491253419,0.022213879284031523,-0.02359907244926039,-3.203925147457081,,,,,,,,large,N/A,N/A
standard,1000,Cerebellum VI RH,baseline,drift_1,0.003273578833350018,0.8380361813376046,1.0,0.003273578833350018,1.1298968300221526,0.007971866474213957,0.012356684701545391,-0.005628302506865856,0.01170786368446502,0.013600168981079814,3.1958308421993915,,,,,,,,large,N/A,N/A
standard,301,Cerebellum IV,baseline,diffusion,0.003289176900093044,1.0,1.0,0.003289176900093044,-1.1292443405195995,0.08301632940104219,0.029988526017722388,0.12046532309081599,0.036058860567090206,-0.03744899368977381,-3.1939853231917588,,,,,,,,large,N/A,N/A
baseline_corrected,997,Superior parietal lobule posterior LH,stimulation_minus_baseline,drift_1,0.0033313816610537434,0.5685558034865056,1.0,0.0033313816610537434,-1.1274935786478537,-0.0063615796242344515,0.010693034892720048,0.007051986961440175,0.012989486001843104,-0.013413566585674627,-3.1890334208247415,-0.0063615796242344515,0.010693034892720048,0.007051986961440175,0.012989486001843104,-0.013413566585674627,0.031030166721338445,0.04633568343872104,large,decrease,increase
baseline_corrected,907,Optic radiation posterior LH,recovery_minus_baseline,drift_1,0.0037137251000308653,1.0,1.0,0.0037137251000308653,-1.112534051676631,-0.006006643687960807,0.011577389428979677,0.006766211948840912,0.011383526457757392,-0.012772855636801719,-3.1467214889659627,-0.006006643687960807,0.011577389428979677,0.006766211948840912,0.011383526457757392,-0.012772855636801719,0.055574085749949376,0.031161422985581853,large,decrease,increase
standard,949,Anterior thalamic radiation antero-superior RH,baseline,diffusion,0.003723196847658813,1.0,1.0,0.003723196847658813,-1.1121824515008603,0.11009891666924482,0.019612909028170273,0.1411470765783968,0.034263501883722194,-0.031048159909151996,-3.1457270134917468,,,,,,,,large,N/A,N/A
baseline_corrected,710,Dorsal visual stream RH,stimulation_minus_baseline,diffusion,0.003766341893015031,1.0,1.0,0.003766341893015031,-1.110591590576864,-0.04051468826869804,0.054771625629482575,0.01707889081050534,0.04877161621255385,-0.057593579079203386,-3.1412273793026175,-0.04051468826869804,0.054771625629482575,0.01707889081050534,0.04877161621255385,-0.057593579079203386,0.00975715160942175,0.1816435431512159,large,decrease,increase
baseline_corrected,701,Medulla oblongata anterior,stimulation_minus_baseline,diffusion,0.0038819361132098234,0.9937756449817148,1.0,0.0038819361132098234,-1.1064135414677752,-0.04354416846793639,0.053926773570264715,0.015442767804710864,0.052693378110957576,-0.058986936272647256,-3.129410071873949,-0.04354416846793639,0.053926773570264715,0.015442767804710864,0.052693378110957576,-0.058986936272647256,0.005609922073704254,0.2593696014156484,large,decrease,increase
standard,525,Paracingulate gyrus posterior RH,recovery,drift_1,0.004047823452366316,1.0,1.0,0.004047823452366316,1.1006204466303031,0.008117019988368019,0.00797747606466445,-0.0002643180639764375,0.007234601764353754,0.008381338052344457,3.113024725299416,,,,,,,,large,N/A,N/A
standard,647,Superior temporal gyrus anterior medial RH,baseline,diffusion,0.004277533747360212,1.0,1.0,0.004277533747360212,-1.0929614091931072,0.08492553033849459,0.02966330916347505,0.12042471946632462,0.035070862829057005,-0.035499189127830025,-3.0913616960626045,,,,,,,,large,N/A,N/A
baseline_corrected,533,Superior longitudinal fasciculus I anterior LH,stimulation_minus_baseline,diffusion,0.004284729092019079,0.8775125180455075,1.0,0.004284729092019079,1.0927278818449224,0.028593211272742766,0.041257928565222715,-0.015824515502544715,0.04002975246790077,0.04441772677528748,3.0907011809766285,0.028593211272742766,0.041257928565222715,-0.015824515502544715,0.04002975246790077,0.04441772677528748,0.014237265070073703,0.13466760804340602,large,increase,decrease
standard,876,Hippocampus anterior LH,baseline,diffusion,0.004359062701644842,1.0,1.0,0.004359062701644842,1.090336971704379,0.14488383285271572,0.036567525709896104,0.10738768637904228,0.032063871971580095,0.03749614647367344,3.0839386658822843,,,,,,,,large,N/A,N/A
standard,61,Ventromedial prefrontal cortex posterior ,baseline,drift_0,0.004383354806333178,1.0,1.0,0.004383354806333178,-1.0895640340315051,-0.05454542875736271,0.014237705708930879,-0.04098269123296819,0.010353068855906493,-0.01356273752439452,-3.08175246800259,,,,,,,,large,N/A,N/A
standard,169,Cerebellum VI,recovery,diffusion,0.004410200175942564,1.0,1.0,0.004410200175942564,1.088714582751874,0.12579456722870924,0.0339629088421429,0.09630545756073924,0.01771559123057989,0.029489109667969998,3.0793498569621316,,,,,,,,large,N/A,N/A
baseline_corrected,825,Parieto-occipital sulcus postero-superior RH,stimulation_minus_baseline,drift_1,0.0045010010565858455,0.6584321545634151,1.0,0.0045010010565858455,-1.08587744624575,-0.009670816747791555,0.014271939493105797,0.007494094132478569,0.017206400437906957,-0.017164910880270123,-3.0713252231116024,-0.009670816747791555,0.014271939493105797,0.007494094132478569,0.017206400437906957,-0.017164910880270123,0.016117624630735638,0.10193954107656876,large,decrease,increase
standard,238,Anterior insula anterior RH,baseline,diffusion,0.00459565998690953,0.9411911653190718,1.0,0.00459565998690953,1.0829771441768492,0.1289845836103916,0.03515669426985091,0.09758204453296468,0.021109240857937597,0.03140253907742693,3.063121930069966,,,,,,,,large,N/A,N/A
standard,769,Forceps major posterior,baseline,drift_0,0.004763648099760754,1.0,1.0,0.004763648099760754,1.077967163707492,-0.04360389200829745,0.012672970320376573,-0.05932672843172908,0.016275053455342654,0.015722836423431627,3.0489515654159867,,,,,,,,large,N/A,N/A
standard,587,Superior temporal sulcus mid-anterior RH,recovery,drift_1,0.004835812472936456,1.0,1.0,0.004835812472936456,-1.0758663471989633,-0.005603383631633706,0.00979686351120374,0.0032485818568692253,0.006278008729535887,-0.008851965488502932,-3.0430095590191506,,,,,,,,large,N/A,N/A
baseline_corrected,61,Ventromedial prefrontal cortex posterior ,recovery_minus_baseline,drift_0,0.0049225796500034615,1.0,1.0,0.0049225796500034615,1.0733794981554927,0.009747831910534206,0.0246192247085311,-0.014603630419895158,0.020573489972161813,0.024351462330429362,3.0359756877294486,0.009747831910534206,0.0246192247085311,-0.014603630419895158,0.020573489972161813,0.024351462330429362,0.13409712552066688,0.01243238438446178,large,increase,decrease
standard,867,Middle parts of postcentral gyrus and precentral gyrus RH,baseline,drift_0,0.0049345569961385515,1.0,1.0,0.0049345569961385515,-1.073039488306132,-0.04822584599436024,0.020049472434719242,-0.029767523824505673,0.013777868172230036,-0.01845832216985457,-3.035013994648836,,,,,,,,large,N/A,N/A
standard,134,Inferior frontal gyrus anterior RH,recovery,drift_1,0.0049817170543574015,1.0,1.0,0.0049817170543574015,1.0717082941816687,0.005626714393273194,0.011836483373102984,-0.0045465954035570815,0.006333796918483772,0.010173309796830276,3.031248809078901,,,,,,,,large,N/A,N/A
standard,855,Superior frontal sulcus anterior LH,stimulation,drift_0,0.005080144479289282,1.0,1.0,0.005080144479289282,1.0689680849737986,-0.037099959572197694,0.011798530533590782,-0.05250507051999118,0.016618060797758336,0.01540511094779349,3.023498327027882,,,,,,,,large,N/A,N/A
baseline_corrected,212,Precentral sulcus middle RH,stimulation_minus_baseline,drift_0,0.005136751882455162,0.7514334182334409,1.0,0.005136751882455162,1.0674148778495853,0.008392188498251074,0.01572890272969328,-0.008817770608433237,0.016507744574850214,0.01720995910668431,3.0191051938674085,0.008392188498251074,0.01572890272969328,-0.008817770608433237,0.016507744574850214,0.01720995910668431,0.049739891890743876,0.04951178959686358,large,increase,decrease
standard,840,Posterior orbital gyrus RH,stimulation,drift_1,0.00518816922558875,1.0,1.0,0.00518816922558875,1.0660180889860578,0.011911384557804081,0.013917128578245994,-0.001371932040024572,0.010809760386235564,0.013283316597828653,3.015154478358263,,,,,,,,large,N/A,N/A
standard,118,Lateral ventricles anterior,baseline,drift_1,0.005411844682680796,1.0,1.0,0.005411844682680796,-1.0600906888987445,-0.006094869293218156,0.011940455059210256,0.006145161186757669,0.01113802034110601,-0.012240030479975825,-2.9983892591720838,,,,,,,,large,N/A,N/A
standard,613,Superior temporal gyrus anterior medial,baseline,drift_1,0.00557818944491835,0.9520109985993984,1.0,0.00557818944491835,1.0558312763234077,0.005976757299630332,0.010422979104289175,-0.005387284402752113,0.011092841484108079,0.011364041702382446,2.9863418211085158,,,,,,,,large,N/A,N/A
standard,430,Paracentral lobule inferior LH,baseline,drift_0,0.005651714140952584,0.964559213389241,1.0,0.005651714140952584,-1.0539868361157694,-0.053031448894144254,0.017284279806132063,-0.037172802564105954,0.012411224064033301,-0.0158586463300383,-2.9811249563952598,,,,,,,,large,N/A,N/A
baseline_corrected,881,Superior occipital gyrus inferior RH,recovery_minus_baseline,drift_0,0.00572669708465281,1.0,1.0,0.00572669708465281,1.052129074212549,0.004143360692945063,0.015601686825922735,-0.014648013804488338,0.01986379322796812,0.0187913744974334,2.975870412236871,0.004143360692945063,0.015601686825922735,-0.014648013804488338,0.01986379322796812,0.0187913744974334,0.30491042051266326,0.00993966019292912,large,increase,decrease
standard,533,Superior longitudinal fasciculus I anterior LH,baseline,diffusion,0.005898645079582472,1.0,1.0,0.005898645079582472,-1.0479544217607417,0.10481130159331326,0.02547206180001011,0.13464623936925474,0.03118045209231426,-0.029834937775941484,-2.9640627120057914,,,,,,,,large,N/A,N/A
standard,520,Cuneus superior LH,recovery,drift_1,0.006010380329906897,1.0,1.0,0.006010380329906897,-1.0453029503635287,-0.0031542500563504676,0.00993578301043138,0.006857085337822961,0.009205175912441434,-0.01001133539417343,-2.956563218385425,,,,,,,,large,N/A,N/A
baseline_corrected,446,Collateral sulcus anterior ,stimulation_minus_baseline,drift_0,0.006070450648143155,0.7770176829623239,1.0,0.006070450648143155,1.0438966972370407,0.005758057518755455,0.01826832866038599,-0.015518404840060493,0.02229576781438317,0.02127646235881595,2.952585733898207,0.005758057518755455,0.01826832866038599,-0.015518404840060493,0.02229576781438317,0.02127646235881595,0.22664895736175333,0.013898343908163701,large,increase,decrease
standard,59,Calcarine sulcus posterior LH,recovery,drift_0,0.006115499620678978,1.0,1.0,0.006115499620678978,1.0428507051489841,-0.035348467776379025,0.015026738106973242,-0.05071984991075851,0.014447107944052918,0.015371382134379483,2.949627221504078,,,,,,,,large,N/A,N/A
standard,867,Middle parts of postcentral gyrus and precentral gyrus RH,stimulation,drift_1,0.006148659161977183,1.0,1.0,0.006148659161977183,-1.042085418987579,-0.0057326368253887375,0.012242343756523999,0.006890369084405538,0.011982697089645866,-0.012623005909794274,-2.947462665366967,,,,,,,,large,N/A,N/A
baseline_corrected,433,Parieto-occipital sulcus mid-superior,recovery_minus_baseline,drift_1,0.006186940434734834,1.0,1.0,0.006186940434734834,-1.0412067668558105,-0.006435830973061773,0.012129824854479198,0.006060114922708339,0.011871599548735217,-0.012495945895770112,-2.944977461844257,-0.006435830973061773,0.012129824854479198,0.006060114922708339,0.011871599548735217,-0.012495945895770112,0.050870133637762105,0.05915656644886874,large,decrease,increase
standard,445,Angular gyrus postero-superior RH,stimulation,drift_0,0.00622557140879308,1.0,1.0,0.00622557140879308,1.0403252832397984,-0.03579911225662073,0.010220515486202664,-0.04770230279588827,0.012544739658220672,0.011903190539267534,2.9424842496747092,,,,,,,,large,N/A,N/A
baseline_corrected,93,Supracalcarine cortex RH,recovery_minus_baseline,drift_1,0.006580892459015516,1.0,1.0,0.006580892459015516,-1.0324515988825897,-0.010720938651539957,0.014300690060797953,0.0012164555136956316,0.007928329463560466,-0.011937394165235588,-2.9202141072670904,-0.010720938651539957,0.014300690060797953,0.0012164555136956316,0.007928329463560466,-0.011937394165235588,0.008996167202986748,0.5485913452677796,large,decrease,increase
standard,915,Pars opercularis inferior LH,stimulation,drift_1,0.006618273849958073,1.0,1.0,0.006618273849958073,-1.0316467364145308,-0.005988282077616662,0.009668134448470991,0.0035202474312694687,0.008742293258585734,-0.009508529508886131,-2.917937612430742,,,,,,,,large,N/A,N/A
baseline_corrected,137,Forceps minor anterior LH,stimulation_minus_baseline,drift_0,0.006631777140603375,0.7545488657753173,1.0,0.006631777140603375,-1.0313570505807421,-0.017489690122732333,0.02243165772209687,0.004918414837729807,0.020998328662132387,-0.02240810496046214,-2.9171182571607996,-0.017489690122732333,0.02243165772209687,0.004918414837729807,0.020998328662132387,-0.02240810496046214,0.00704219408529264,0.36364299460514615,large,decrease,increase
baseline_corrected,372,Lateral occipital cortex postero-superior LH,stimulation_minus_baseline,drift_0,0.006806501760086177,0.6969857802328245,1.0,0.006806501760086177,1.0276580727455538,0.012588880490965255,0.021621444212689397,-0.007156148447219288,0.016457196925544423,0.019745028938184542,2.906655967917917,0.012588880490965255,0.021621444212689397,-0.007156148447219288,0.016457196925544423,0.019745028938184542,0.03424900917265397,0.1024488345013386,large,increase,decrease
baseline_corrected,449,Cerebrospinal fluid (between occipital pole superior and skull),stimulation_minus_baseline,diffusion,0.006841638237268607,1.0,1.0,0.006841638237268607,1.0269250565242047,0.04115043784844183,0.04420359790621356,-0.00400662060286843,0.0437413488163829,0.04515705845131026,2.9045826849545753,0.04115043784844183,0.04420359790621356,-0.00400662060286843,0.0437413488163829,0.04515705845131026,0.002037675619325194,0.7191890651778567,large,increase,decrease
baseline_corrected,949,Anterior thalamic radiation antero-superior RH,stimulation_minus_baseline,drift_0,0.006966352365310291,0.6485040747343398,1.0,0.006966352365310291,-1.02435163753547,-0.014266245707386906,0.015206236738292566,0.006051804533364917,0.023571753533978765,-0.020318050240751825,-2.897303956883501,-0.014266245707386906,0.015206236738292566,0.006051804533364917,0.023571753533978765,-0.020318050240751825,0.0019201735148802832,0.3207166660183613,large,decrease,increase
baseline_corrected,624,Cerebellum VIIIa LH,recovery_minus_baseline,drift_1,0.006968566278654661,1.0,1.0,0.006968566278654661,-1.024306348143222,-0.010103712624309051,0.013578182822255749,0.005419431539582169,0.016582161128065667,-0.01552314416389122,-2.8971758591380032,-0.010103712624309051,0.013578182822255749,0.005419431539582169,0.016582161128065667,-0.01552314416389122,0.009413195241432805,0.21079862755093984,large,decrease,increase
standard,299,Cerebellum Crus II,stimulation,drift_1,0.007045733516986807,1.0,1.0,0.007045733516986807,1.0227361786144742,0.015982221675977466,0.013301986620584585,-0.0016419571732214436,0.020419770284121463,0.01762417884919891,2.892734749052443,,,,,,,,large,N/A,N/A
standard,169,Cerebellum VI,recovery,drift_0,0.007060781359551446,1.0,1.0,0.007060781359551446,-1.0224318811790434,-0.05252239900372992,0.011635063032464284,-0.039808240895267896,0.013186900602228498,-0.01271415810846202,-2.89187406593208,,,,,,,,large,N/A,N/A
baseline_corrected,590,Occipitotemporal sulcus posterior RH,stimulation_minus_baseline,drift_1,0.007171935691133694,0.9180077684651128,1.0,0.007171935691133694,-1.0202028715437461,-0.00306512638952017,0.01776531783308054,0.014234893221231192,0.016109078245916068,-0.017300019610751362,-2.8855694746182845,-0.00306512638952017,0.01776531783308054,0.014234893221231192,0.016109078245916068,-0.017300019610751362,0.5006473926101138,0.0030024521926740205,large,decrease,increase
standard,433,Parieto-occipital sulcus mid-superior,recovery,drift_1,0.007214579850118138,1.0,1.0,0.007214579850118138,-1.0193563488390098,-0.003244785177655983,0.006504387196248087,0.003596878620611794,0.0069128931969435845,-0.006841663798267777,-2.883175146838495,,,,,,,,large,N/A,N/A
baseline_corrected,95,Cingulate anterior,stimulation_minus_baseline,diffusion,0.007243985568467436,1.0,1.0,0.007243985568467436,1.0187753627995448,0.04946799349266011,0.061472276240534585,-0.0029866690558461397,0.039027923107773976,0.052454662548506246,2.881531870165374,0.04946799349266011,0.061472276240534585,-0.0029866690558461397,0.039027923107773976,0.052454662548506246,0.005737662450287652,0.7637315803118562,large,increase,decrease
standard,300,Superior frontal gyrus middle,stimulation,drift_0,0.007359750772444881,1.0,1.0,0.007359750772444881,-1.0165095095511463,-0.05332045481268283,0.01789977193050513,-0.0375367808810545,0.0127198204890622,-0.015783673931628328,-2.8751230693769085,,,,,,,,large,N/A,N/A
standard,259,Angular gyrus superior anterior LH,stimulation,drift_0,0.007397400738912448,1.0,1.0,0.007397400738912448,1.01577982444431,-0.03173456872303344,0.011724500221080111,-0.045139363447833036,0.014520132343648129,0.013404794724799593,2.8730592082282094,,,,,,,,large,N/A,N/A
baseline_corrected,140,Intraparietal sulcus anterior LH,stimulation_minus_baseline,drift_0,0.007573935305962652,0.646309146108813,1.0,0.007573935305962652,1.0124044267964831,0.004689402008912363,0.017152165562950333,-0.013605244067631268,0.018944354763727248,0.01829464607654363,2.8635121419642915,0.004689402008912363,0.017152165562950333,-0.013605244067631268,0.018944354763727248,0.01829464607654363,0.2913822836054157,0.011620698835956626,large,increase,decrease
baseline_corrected,145,Inferior longitudinal fasciculus middle RH,recovery_minus_baseline,diffusion,0.007713561974864265,1.0,1.0,0.007713561974864265,1.009786772184554,0.034548417732265746,0.06647044056959668,-0.02365045148808575,0.04717227240777622,0.058198869220351494,2.8561082966566937,0.034548417732265746,0.06647044056959668,-0.02365045148808575,0.04717227240777622,0.058198869220351494,0.05518751704895684,0.06330216895055231,large,increase,decrease
