roi_idx,roi_label,period,condition,free_energy_empirical,potential_energy_empirical,entropy_term_empirical,free_energy_theoretical,potential_energy_theoretical,entropy_term_theoretical,drift_0,drift_1,diffusion,mean_signal,std_signal,min_signal,max_signal,n_points
2,Arcuate fasciculus mid-anterior RH,baseline,sham,-4.0666644371118625,-0.007287777397401244,-4.059376659714461,-22.20811905194479,-1.2474722469014927,-20.9606468050433,-0.0272455862594993,0.0143259711976541,0.0642493413935383,-0.0029919848,0.9911602,-3.3830025,3.385395,4800
2,Arcuate fasciculus mid-anterior RH,stimulation,active,-4.037918553640989,-0.004227453109250927,-4.033691100531739,-25.779936384042774,-0.7115395348723416,-25.068396849170433,-0.0346513995804582,0.0078442255759919,0.1300698875631898,-0.00085996074,1.0139481,-2.7262664,3.6699793,4800
2,Arcuate fasciculus mid-anterior RH,stimulation,sham,-4.078939546878271,-0.008730018145453336,-4.070209528732818,-23.387024440795837,-1.8225574502494566,-21.564466990546382,-0.0372996506703231,0.0191722246775523,0.0909562343649533,0.0022048552,0.952753,-3.3481402,3.4609587,4800
2,Arcuate fasciculus mid-anterior RH,recovery,active,-4.090056054197163,-0.0005740402822625507,-4.089482013914901,-18.800241368993344,-1.1141687205647992,-17.686072648428546,-0.0326773448501659,0.0011970089689183,0.0438718198002774,0.0017797903,1.0093616,-2.8697612,3.4736888,4800
2,Arcuate fasciculus mid-anterior RH,recovery,sham,-4.049244498505145,0.00841434596003944,-4.057658844465184,-24.902930066955445,-0.2671085266236107,-24.635821540331836,-0.0428799081417845,-0.0146857153880139,0.122125930384067,0.0007501429,1.0534939,-4.662409,3.4350617,4800
3,Cerebrospinal fluid (between middle frontal gyrus anterior and skull),baseline,active,-3.7722636543973365,0.0004550759090555897,-3.772718730306392,-20.32494969876633,-1.1868388665115002,-19.138110832254828,-0.0415198920513444,-0.00379275905338,0.0850653979710555,-0.05149451,1.055257,-6.0563636,2.8914745,4800
3,Cerebrospinal fluid (between middle frontal gyrus anterior and skull),baseline,sham,-3.963537630546118,-0.00921643037562135,-3.954321200170497,-16.367611883109134,-2.208998898183514,-14.15861298492562,-0.0289329113036871,0.014184062974749,0.0675884507378161,-0.026692282,1.0855442,-4.364214,4.34306,4800
3,Cerebrospinal fluid (between middle frontal gyrus anterior and skull),stimulation,active,-3.999219362561518,0.009710435778801235,-4.008929798340319,-26.195302651235696,0.33849369411871766,-26.533796345354414,-0.0140928126188359,-0.020999939527587,0.0862650695862088,0.027517471,0.9409387,-3.3963697,3.9334807,4800
3,Cerebrospinal fluid (between middle frontal gyrus anterior and skull),stimulation,sham,-4.0214364967545855,-0.005098236668750175,-4.016338260085836,-24.194618528110496,-1.5038058449072658,-22.69081268320323,-0.0502552206448118,0.0127534620104152,0.1143521230179777,0.017449608,0.935895,-3.1141906,4.428077,4800
3,Cerebrospinal fluid (between middle frontal gyrus anterior and skull),recovery,active,-3.998448575060001,-0.002590380889013623,-3.9958581941709874,-13.084729452925249,-1.2360276652045978,-11.848701787720652,-0.0207321626610925,0.0060148006976374,0.0289817338540771,0.024007756,0.99853957,-3.384602,4.3283973,4800
3,Cerebrospinal fluid (between middle frontal gyrus anterior and skull),recovery,sham,-3.999616304669612,0.00044918816080737544,-4.000065492830419,-25.19995405517098,-0.6085793655644168,-24.591374689606564,-0.035521461504962,-0.0009150798645673,0.104253195422885,0.009222971,0.97190136,-3.2804356,4.9624953,4800
4,Precentral sulcus mid-inferior RH,baseline,active,-3.977636805205055,0.0004186677937371547,-3.978055472998792,-20.915917414028556,-0.9336205633013427,-19.982296850727213,-0.0373215165771904,-0.0020871664087474,0.0626818547858315,-0.01545577,0.9958583,-4.2468085,4.349552,4800
4,Precentral sulcus mid-inferior RH,baseline,sham,-3.98358376365972,-0.0015041418341371759,-3.9820796218255827,-24.263809265853112,-0.4318913309459878,-23.831917934907125,-0.0190635066056398,0.0022600640613109,0.064207571826717,-0.018529832,1.0029132,-3.8019662,3.7156403,4800
4,Precentral sulcus mid-inferior RH,stimulation,active,-4.027299860195629,-0.0074808787900120565,-4.019818981405616,-19.91293277509036,-2.0823444685568493,-17.830588306533514,-0.0405458131044886,0.0150671050653933,0.0846356404348386,0.009148485,1.0199682,-3.89112,3.467797,4800
4,Precentral sulcus mid-inferior RH,stimulation,sham,-4.038076707802363,0.0032411184883644633,-4.041317826290727,-23.41334135883057,-0.8441519364445664,-22.569189422386003,-0.0431671246933156,-0.0052075929900047,0.0848254475684416,0.01125696,1.0003148,-3.689496,3.538649,4800
4,Precentral sulcus mid-inferior RH,recovery,active,-4.0117255817306265,-0.0016210038847291836,-4.0101045778458975,-20.99107624785459,-1.5647986420920115,-19.42627760576258,-0.0421144887809309,0.00399170368094,0.0758962908421281,0.0064733475,0.9836498,-3.7164638,3.1602352,4800
4,Precentral sulcus mid-inferior RH,recovery,sham,-4.044250496645241,0.00021619660012194144,-4.044466693245363,-24.70533286514056,-0.8002424461253196,-23.905090419015238,-0.0378004627059526,0.0001438863065929,0.0990943922735469,0.0072872546,0.9964997,-3.3592365,2.943213,4800
5,Putamen inferior RH,baseline,active,-4.044318701536356,-0.009759127916619268,-4.034559573619736,-23.883081340825765,-1.452039112293238,-22.431042228532526,-0.0165046289701636,0.0224165349648007,0.0667649969031792,0.0011659638,0.93100256,-3.4086936,3.987471,4800
5,Putamen inferior RH,baseline,sham,-4.026655524320705,0.005654351886563738,-4.032309876207269,-23.934456654765803,-0.89782395266818,-23.036632702097624,-0.0623767106755461,-0.0135381379850726,0.1148491322775378,-0.0026770798,0.9484562,-2.9031327,4.815807,4800
5,Putamen inferior RH,stimulation,active,-3.981449953933064,0.002404210784986631,-3.9838541647180508,-22.692759125131126,-1.6534000265439421,-21.039359098587184,-0.0745881042009457,-0.0056685592756858,0.151797924241762,-0.0069647525,1.0379333,-3.8316295,4.314238,4800
5,Putamen inferior RH,stimulation,sham,-4.02096271900498,0.002052733047454753,-4.023015452052435,-25.300495822224814,-1.0475160664913765,-24.25297975573344,-0.058474612981848,-0.0034165265057484,0.1567904794280666,0.0077424333,0.9753963,-3.341649,3.617331,4800
5,Putamen inferior RH,recovery,active,-3.9757807775014076,0.0027244576459715883,-3.978505235147379,-22.3339285199397,-1.0404619060606493,-21.29346661387905,-0.049001044292928,-0.0046105279291462,0.0963209630392679,0.005870267,1.027543,-4.949987,5.7413816,4800
5,Putamen inferior RH,recovery,sham,-4.024995231262261,0.010534452691098994,-4.03552968395336,-23.839499531604815,-0.1192596630474113,-23.720239868557403,-0.0395815896707953,-0.0182571859714643,0.103211294881231,-0.0050801644,1.0718862,-4.1954975,3.3467402,4800
6,Paracingulate gyrus posterior,baseline,active,-3.9107991948468683,-0.0028964050109152404,-3.907902789835953,-19.650697405690252,-1.1083514887082253,-18.542345916982025,-0.0242130895115413,0.0034039081913161,0.0501975410395584,-0.05888291,0.98845166,-4.951372,3.5019538,4800
6,Paracingulate gyrus posterior,baseline,sham,-3.8457932294699853,-0.0008365879820723572,-3.844956641487913,-18.812749044639478,-2.066485507930173,-16.746263536709304,-0.0592588000359231,-0.0036173502487392,0.0867092829191251,-0.057944883,1.0658932,-5.606333,3.016951,4800
6,Paracingulate gyrus posterior,stimulation,active,-4.002006682924124,-0.001594729253495155,-4.000411953670629,-22.201148004281773,-0.9222351613214497,-21.278912842960324,-0.0303482147278012,0.0048337120247928,0.0683313495919955,0.028011557,0.9912196,-3.545727,3.515711,4800
6,Paracingulate gyrus posterior,stimulation,sham,-4.020529650007337,0.0017667844035046867,-4.022296434410841,-23.0199010445907,-0.8267401277344039,-22.193160916856296,-0.0341412508415406,-0.0015777608993557,0.0603913619322564,0.03136679,0.9115725,-3.183242,2.9736252,4800
6,Paracingulate gyrus posterior,recovery,active,-4.050129353974503,-0.006019813314925359,-4.044109540659578,-15.85755892638469,-2.617869942083018,-13.239688984301672,-0.0498173728086304,0.0140854932840465,0.0698612574081999,0.03081651,1.0174701,-3.1191094,4.382128,4800
6,Paracingulate gyrus posterior,recovery,sham,-4.001187504262485,-0.00010877418553075622,-4.001078730076954,-25.556554535506198,-1.129470305278491,-24.427084230227706,-0.0508087836406972,0.0032603489513953,0.1722031623611412,0.02657537,1.0138344,-4.0540223,4.1404486,4800
7,Inferior temporal sulcus anterior RH,baseline,active,-4.053022970666447,-0.0025935731293603064,-4.050429397537087,-23.88696389293155,-1.681948185651565,-22.205015707279987,-0.0629759188085982,0.0027759519716122,0.1282710280702428,-0.015046313,0.9816138,-3.3711526,4.9812183,4800
7,Inferior temporal sulcus anterior RH,baseline,sham,-4.031574461475873,0.0013392531258573758,-4.03291371460173,-20.73701121438923,-1.0759047003272961,-19.661106514061935,-0.043584100484696,-0.0027803365269157,0.0675599898859865,-0.0020410514,1.0107974,-4.1322703,3.6388345,4800
7,Inferior temporal sulcus anterior RH,stimulation,active,-3.9923889030340716,-0.007085534592537453,-3.985303368441534,-20.549372055385852,-2.9996007526212747,-17.549771302764576,-0.0715336223068666,0.0145516706123416,0.1257402227657864,0.0059041367,0.993181,-3.734507,4.2430334,4800
7,Inferior temporal sulcus anterior RH,stimulation,sham,-4.0450493410948605,-0.006898081933432958,-4.0381512591614275,-24.399096122509153,-1.6973227684049765,-22.701773354104176,-0.0500667359136244,0.015380531731834,0.1256951920090833,0.004414988,0.9841998,-5.8082,3.744001,4800
7,Inferior temporal sulcus anterior RH,recovery,active,-4.034470494422315,-0.0048383534469429185,-4.029632140975372,-14.083069561421404,-2.335640974328676,-11.747428587092728,-0.0435930417264759,0.0096102333133971,0.0547903300493715,0.009135537,1.0245395,-3.4242632,4.079364,4800
7,Inferior temporal sulcus anterior RH,recovery,sham,-3.99730981574306,0.006380414904966312,-4.003690230648027,-23.402966331696348,-0.6728269823303731,-22.730139349365974,-0.0520757492543536,-0.0131121706736923,0.1052399065415364,-0.0023014501,1.0047938,-3.9889605,4.027782,4800
8,Parahippocampal gyrus anterior,baseline,active,-4.001103845914298,0.0025653168559165835,-4.003669162770215,-24.024752404574443,-1.2074560691855853,-22.817296335388857,-0.0615366520546106,-0.0085121583275182,0.1312768890386773,-0.03187747,1.0014912,-3.8055367,3.3892038,4800
8,Parahippocampal gyrus anterior,baseline,sham,-3.936726429808569,-0.00644228590033852,-3.9302841439082306,-23.870980839858852,-1.698231585678571,-22.17274925418028,-0.0398969806374987,0.0125308687631191,0.1318404813360513,-0.016920691,0.97847474,-4.3757606,3.4979737,4800
8,Parahippocampal gyrus anterior,stimulation,active,-3.9774217725795182,-0.008204485703150485,-3.9692172868763675,-16.406436932874982,-3.5528192992184646,-12.853617633656519,-0.0646868779654203,0.0178860404524498,0.0951156863965835,0.014689443,0.9991788,-4.029092,4.214199,4800
8,Parahippocampal gyrus anterior,stimulation,sham,-3.980529320794364,-0.004262815750832465,-3.9762665050435317,-24.897819500975178,-1.5502054582587066,-23.347614042716472,-0.053841922919245,0.0105692109506358,0.1483055521013031,0.009813301,0.9457463,-4.0641255,4.4414377,4800
8,Parahippocampal gyrus anterior,recovery,active,-3.9372708500526885,0.0034704304776083865,-3.940741280530297,-25.108609519390804,-0.4620605998335095,-24.646548919557294,-0.0470471863075573,-0.0053846929474988,0.1917288172526983,0.017280238,0.9985622,-4.7027254,4.1122065,4800
8,Parahippocampal gyrus anterior,recovery,sham,-4.001326936430893,-0.0020802204586205277,-3.999246715972273,-22.19300281490038,-0.9202272278345663,-21.272775587065816,-0.0280163987587878,0.0039223195953779,0.0754773203294177,0.0070511485,1.0713166,-3.5152225,3.9557526,4800
9,Calcarine cortex mid-posterior RH,baseline,active,-3.9277596580484335,0.00795850617807277,-3.935718164226506,-24.678833629813123,0.11120955702741243,-24.790043186840535,-0.0276947411654388,-0.018015695475344,0.0934258467132695,-0.0059307106,0.9444017,-3.5926569,3.790937,4800
9,Calcarine cortex mid-posterior RH,baseline,sham,-4.011174199224907,-0.0006507517428478997,-4.0105234474820595,-20.679245784625916,-1.2347282579156067,-19.44451752671031,-0.0357615699472828,0.0018779297858107,0.058810477547744,0.0060743163,0.9628198,-3.1091125,3.4238567,4800
9,Calcarine cortex mid-posterior RH,stimulation,active,-4.006874838321378,0.001961665594280091,-4.008836503915658,-22.596880290635685,-0.7773174822273455,-21.81956280840834,-0.0388652801185816,-0.0037257136969856,0.0814781741049895,-0.0015343681,1.0296808,-3.5202518,3.46912,4800
9,Calcarine cortex mid-posterior RH,stimulation,sham,-3.968314476106883,-0.0011716015862530786,-3.96714287452063,-25.046570230325063,-0.29237619630747597,-24.754194034017587,-0.0185557475483312,0.0019275134388829,0.0889029926486714,-0.005367818,1.0301646,-3.8419368,4.5711236,4800
9,Calcarine cortex mid-posterior RH,recovery,active,-4.010444209861829,-0.0006716470424211874,-4.009772562819408,-21.048350068567032,-1.53817876270959,-19.510171305857444,-0.0524259557136601,0.0019206628393584,0.0944192222844175,0.0074754967,1.0236062,-3.6140237,3.869697,4800
9,Calcarine cortex mid-posterior RH,recovery,sham,-3.9987627661482197,-0.009998208928244164,-3.9887645572199757,-26.73521526530377,-1.1781754805644282,-25.55703978473934,-0.0301334819521175,0.0194904944388019,0.2121164921830464,-0.0006820273,1.0058196,-3.9715948,3.8068087,4800
10,Middle frontal gyrus superior RH,baseline,active,-4.00347917503295,0.002105289380587552,-4.005584464413538,-23.742317585435575,-0.2500956375493618,-23.492221947886215,-0.0216641818978883,-0.0056033838280012,0.0531103360783618,-0.045884624,1.0369527,-3.5588267,3.4300902,4800
10,Middle frontal gyrus superior RH,baseline,sham,-3.9539711050131494,-0.0021668330294507274,-3.9518042719836988,-22.653181982283566,-1.3620754994674134,-21.291106482816154,-0.042378674234358,0.0017382094957234,0.0977179458189402,-0.037261464,0.9968682,-4.655519,3.1054552,4800
10,Middle frontal gyrus superior RH,stimulation,active,-4.057723602905586,-0.011186465727159933,-4.046537137178426,-24.00804423830277,-2.0736531545692167,-21.93439108373355,-0.0360737154080869,0.0240310987481417,0.1127895937676629,0.015839685,0.97999847,-3.4831886,2.895768,4800
10,Middle frontal gyrus superior RH,stimulation,sham,-4.032989040030065,0.001740343672807536,-4.034729383702873,-24.28914352266289,-0.9873506160610779,-23.30179290660181,-0.04517954307585,-0.0021774120045792,0.1005196462310679,0.0115353055,0.97611207,-4.2988486,3.1074476,4800
10,Middle frontal gyrus superior RH,recovery,active,-4.0497096197617095,-0.007687178808980602,-4.042022440952729,-18.15785368336086,-2.179953568544135,-15.977900114816723,-0.0337949740168842,0.0182246278018339,0.0658934131486218,0.030072289,0.98034257,-4.119912,3.3037415,4800
10,Middle frontal gyrus superior RH,recovery,sham,-4.000106259360401,0.004828067598778533,-4.00493432695918,-22.50078692694423,-0.5665035316132562,-21.934283395330972,-0.0375228203908634,-0.007028057173169,0.0742163788540162,0.02560214,1.0253205,-4.171478,3.4517088,4800
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),baseline,active,-4.006319019915314,0.0003322278756469338,-4.006651247790961,-23.47732173125755,-0.7908994485143026,-22.686422282743248,-0.0370748853648668,-0.0028941938224299,0.0792183717268338,-0.029237464,0.9771326,-3.5113304,3.124221,4800
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),baseline,sham,-3.9432671013706235,-0.004787778121027556,-3.938479323249596,-23.222039516008905,-0.945183038807353,-22.27685647720155,-0.0241703044365086,0.008156991703515,0.0847163129596929,-0.023518797,1.0226357,-4.726468,4.1766653,4800
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),stimulation,active,-3.9963796398547884,0.003294589021487074,-3.9996742288762754,-21.060068891702286,-0.6086295657135319,-20.451439325988755,-0.0328290655419013,-0.0048307751175327,0.0577408786596369,0.0212688,1.0413418,-3.5269074,4.078795,4800
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),stimulation,sham,-4.005812325135589,-0.0022957203064137466,-4.0035166048291755,-26.053046229621945,-0.5190219264895012,-25.534024303132444,-0.024384411565814,0.0059654293370552,0.0889709636829305,0.019850487,0.94512457,-3.1824558,3.7570775,4800
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),recovery,active,-4.040177754932463,-0.0012823121097310778,-4.038895442822732,-21.303499231009596,-0.8503469643191015,-20.453152266690495,-0.0238648903448857,0.0030647637583487,0.0458206068459818,0.00797365,0.9795144,-3.288904,3.0671992,4800
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),recovery,sham,-4.025739697248171,0.007043550007864819,-4.032783247256035,-24.891758904089244,-1.3995952138219672,-23.492163690267276,-0.1003755469331867,-0.0132972393240198,0.2554684310410277,0.003623035,1.0295608,-3.028097,4.1875463,4800
12,Superior parietal lobule anterior LH,baseline,active,-3.9893735409008904,-0.0009634323323268132,-3.9884101085685635,-19.50396610028261,-1.5544474992016948,-17.949518601080918,-0.0419163049755008,0.0017873576182828,0.0653130095953226,-0.0073015704,0.9964652,-4.7800016,2.8777502,4800
12,Superior parietal lobule anterior LH,baseline,sham,-3.9716657967051785,-0.002408076760589955,-3.9692577199445886,-22.186933829610627,-0.8383958998039709,-21.348537929806657,-0.0249786812289056,0.0040746494941019,0.0628822278824836,-0.010487419,1.0039753,-3.495135,4.1844482,4800
12,Superior parietal lobule anterior LH,stimulation,active,-4.019933442235454,-0.0031725612453673935,-4.016760880990086,-20.94019035077261,-1.1177430194880382,-19.82244733128457,-0.0304727891393763,0.0067178851097357,0.0620477013546871,0.00883852,0.9977591,-3.2509868,3.4016488,4800
12,Superior parietal lobule anterior LH,stimulation,sham,-4.076395051463352,-0.0005440242622685546,-4.075851027201083,-26.83610894806858,-0.6718899498887361,-26.164218998179845,-0.0367321118060616,0.0021651042714474,0.1310678674179533,0.013035211,0.9695727,-3.1409805,3.2404923,4800
12,Superior parietal lobule anterior LH,recovery,active,-3.9909063091413266,0.005448221045757136,-3.9963545301870838,-24.15024862548528,-0.28648110895904255,-23.863767516526238,-0.0334204498268524,-0.0105738715097138,0.083317685342983,-0.001545754,1.0056838,-3.8793995,3.424944,4800
12,Superior parietal lobule anterior LH,recovery,sham,-4.061930678351147,-0.019186827866064283,-4.042743850485083,-25.421273113610496,-3.490209095512975,-21.931064018097523,-0.0697350288598302,0.0355583674088806,0.2208958511559352,-0.0025870753,1.0255123,-3.3866823,3.7625504,4800
13,Precentral gyrus middle,baseline,active,-3.912528040615772,-0.005672027822052229,-3.9068560127937197,-21.684313814634812,-1.867033779660023,-19.81728003497479,-0.0376981580321499,0.0103737701630416,0.096876383789472,-0.03177111,0.9621465,-4.884119,3.2483897,4800
13,Precentral gyrus middle,baseline,sham,-3.944096755731088,-0.0031867806999116848,-3.9409099750311762,-20.139111627042688,-1.0834637341279834,-19.055647892914703,-0.0256703376486879,0.0051896589763792,0.0554971034327341,-0.024123043,0.98699075,-3.639682,3.7460449,4800
13,Precentral gyrus middle,stimulation,active,-4.043705380200928,0.0058846985299657205,-4.049590078730893,-22.805433731108643,-0.7069625044973094,-22.098471226611334,-0.0457681444411425,-0.0105802578962739,0.0785069134700428,0.0071725934,1.0114275,-4.1165805,3.4770548,4800
13,Precentral gyrus middle,stimulation,sham,-4.037745447187849,0.009687439637718167,-4.0474328868255665,-26.537588074029802,0.10530370559505499,-26.642891779624858,-0.0348047611951894,-0.0193734473464759,0.1435143575601899,0.014235055,0.9705382,-3.3166986,3.853186,4800
13,Precentral gyrus middle,recovery,active,-4.021618829800186,-0.004425869188072901,-4.017192960612113,-19.851951066185794,-1.923840220857841,-17.928110845327954,-0.0442212753104627,0.0101735309424433,0.0830141637708931,0.024665805,1.0245093,-3.6763098,4.314394,4800
13,Precentral gyrus middle,recovery,sham,-3.9332891589016796,-0.0029564849174306927,-3.930332673984249,-21.645365347164716,-2.1888993344074565,-19.45646601275726,-0.0692892908860623,0.0067664962463289,0.1489915091718454,0.009913593,1.0406836,-4.3899055,5.4715314,4800
14,Postcentral sulcus superior RH,baseline,active,-3.911403928213441,-0.009284465120771303,-3.90211946309267,-20.974690153311492,-2.928209758913628,-18.046480394397864,-0.0557627427886254,0.0163728010127855,0.1288790739383214,-0.027298851,0.9699823,-3.9676223,3.3193612,4800
14,Postcentral sulcus superior RH,baseline,sham,-3.934204277537705,0.0007307360730185407,-3.9349350136107235,-19.77040376509025,-1.2493945945977256,-18.521009170492526,-0.0415476281005806,-0.0029414915998924,0.0633241098829106,-0.02651768,1.0198737,-5.0124764,3.2837172,4800
14,Postcentral sulcus superior RH,stimulation,active,-4.041581938199882,0.003411396675114877,-4.044993334874997,-25.131498092589005,-0.6296071986177862,-24.50189089397122,-0.0455911729606196,-0.0068846446343225,0.1136190311235959,0.00365879,0.96868426,-2.9585962,3.4504752,4800
14,Postcentral sulcus superior RH,stimulation,sham,-4.017725653981066,0.007390996413682893,-4.025116650394749,-24.291988403470572,-0.4445511028913961,-23.847437300579177,-0.04443065434964,-0.0149244808740501,0.0866993772805478,0.016579509,0.94472295,-2.8741126,3.6790986,4800
14,Postcentral sulcus superior RH,recovery,active,-4.060281863184087,-7.906566023107996e-05,-4.060202797523855,-21.300844519752783,-1.2361726320193676,-20.064671887733414,-0.0423279228846922,0.00178759958869,0.0768102530905162,0.023550237,1.0580512,-3.8589337,4.5390816,4800
14,Postcentral sulcus superior RH,recovery,sham,-4.014958780210066,-0.008346158259335079,-4.006612621950731,-25.01140064186515,-1.7440110152881072,-23.267389626577046,-0.0534290773454954,0.016183662583304,0.184185025694844,0.010003468,1.0326077,-3.5214233,4.3013964,4800
15,Subcentral gyrus RH,baseline,active,-3.897611601639434,-0.001348800520767717,-3.8962628011186666,-21.94348290826967,-1.0943250361312735,-20.849157872138395,-0.0364836270668589,0.0015565133453965,0.0781136906562842,-0.02585276,0.94318944,-4.719754,3.630052,4800
15,Subcentral gyrus RH,baseline,sham,-3.921547598728543,-9.140662316876855e-05,-3.9214561921053743,-20.81580077866282,-1.0390876647675484,-19.77671311389527,-0.0381949828219022,-0.001433963734133,0.0655912235816412,-0.020599155,0.956209,-4.511908,3.9048219,4800
15,Subcentral gyrus RH,stimulation,active,-3.944828032650017,0.0057139054018702,-3.950541938051887,-23.392836888244783,-0.09487448539863279,-23.29796240284615,-0.0249121190540414,-0.010268863467047,0.0675720100943991,0.012387202,1.0156828,-4.6437235,3.881072,4800
15,Subcentral gyrus RH,stimulation,sham,-3.966392434522779,0.00519964920882327,-3.9715920837316023,-22.513831563303015,-0.6254712804379803,-21.888360282865033,-0.040736674747615,-0.0093038329650481,0.0752516504895588,0.011950231,0.993552,-3.4572122,3.4989,4800
15,Subcentral gyrus RH,recovery,active,-4.055364196122396,-0.000815703812580114,-4.054548492309816,-19.637678366163012,-1.1141957670308982,-18.523482599132112,-0.033664141945103,0.0023458112410406,0.0541632406216844,0.0134622445,1.0381613,-3.7218301,3.6850338,4800
15,Subcentral gyrus RH,recovery,sham,-3.9781795539302087,0.00791308859436135,-3.98609264252457,-25.24562201662994,-0.21774267066822853,-25.02787934596171,-0.0502662572236916,-0.0132700620006487,0.2328371210694417,0.0086459955,1.0477964,-4.4071693,3.9571443,4800
16,Frontal pole lateral RH,baseline,active,-4.067996264040606,0.003275446141565684,-4.071271710182172,-25.831891488327678,-0.4033903377913526,-25.428501150536324,-0.0381797274805681,-0.0090752597493809,0.1006434898965372,-0.027950805,0.96750504,-3.270953,3.1585042,4800
16,Frontal pole lateral RH,baseline,sham,-4.028494625839898,-0.003972373774301821,-4.024522252065596,-21.801223181460443,-1.2705565672167711,-20.53066661424367,-0.0335240068319798,0.0069027085042285,0.0708004657007091,-0.017425217,0.9827688,-3.5278015,3.3762505,4800
16,Frontal pole lateral RH,stimulation,active,-4.021433969208622,0.003529243674576918,-4.024963212883199,-22.704854033074966,-1.1470721822109322,-21.557781850864036,-0.0554383959320425,-0.0055356709906725,0.1020710950474199,0.012242625,0.99877554,-3.6522589,3.564142,4800
