roi_idx,roi_label,n_subjects_analyzed,comparison,active_mean_change,active_std_change,sham_mean_change,sham_std_change,t_statistic,p_value,cohens_d,n_subjects
10,Middle frontal gyrus superior RH,16,stimulation_vs_baseline,-0.029598846211969065,0.1274174532355598,0.04356582862301417,0.17269032933535247,-1.3764019321067777,0.18889754263079664,-0.4821341347312685,16
10,Middle frontal gyrus superior RH,16,recovery_vs_baseline,0.021863304788725973,0.17040526573998485,0.01355271413849829,0.19892567794934427,0.10896638976778472,0.9146734934365264,0.044869904138454784,16
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),16,stimulation_vs_baseline,0.033978534017494094,0.14403644406878274,-0.007274091826796669,0.2071134098763874,0.6368079803983806,0.5338485734167804,0.2312560537939242,16
11,Cerebrospinal fluid (between posterior intraparietal sulcus and skull LH),16,recovery_vs_baseline,0.01881951798661574,0.1591384479597213,-0.03746739891417661,0.1767622967962555,1.1317818257525432,0.2754958612109277,0.3346798313268548,16
12,Superior parietal lobule anterior LH,16,stimulation_vs_baseline,-0.09741071805058266,0.22616177651070735,-0.022885283972154224,0.11187258899808292,-1.2249475495056994,0.23948355010408673,-0.4177057160440294,16
12,Superior parietal lobule anterior LH,16,recovery_vs_baseline,0.0012247924356588447,0.2329251445617791,0.005564135947002863,0.13750925876390993,-0.05972666873784321,0.9531618089404406,-0.022687859089049696,16
13,Precentral gyrus middle,16,stimulation_vs_baseline,-0.021378628724866122,0.233949493557025,-0.0006583329621412948,0.2211910826128157,-0.24392947694868508,0.8105902918686991,-0.09101434073001098,16
13,Precentral gyrus middle,16,recovery_vs_baseline,0.0038013816304634795,0.2012524013236571,0.06479597369839507,0.22467042718603147,-0.6492797365918421,0.5259753608800766,-0.28597953921736197,16
14,Postcentral sulcus superior RH,16,stimulation_vs_baseline,-0.05160662497412702,0.15802391847789415,-0.009201929545184895,0.14151936421427344,-0.8939806723289865,0.38545183654578796,-0.2827002020540226,16
14,Postcentral sulcus superior RH,16,recovery_vs_baseline,-0.06945127609656676,0.16675167696923057,0.013528535023222238,0.20089379344704933,-1.0466074425137624,0.3118536343499945,-0.44947807323567474,16
15,Subcentral gyrus RH,16,stimulation_vs_baseline,0.02644613855827696,0.15508698453532588,0.052787779154844394,0.20695125018782387,-0.43832712265848073,0.6673961173870838,-0.14404795985524682,16
15,Subcentral gyrus RH,16,recovery_vs_baseline,-0.10035230410349671,0.19713539851619138,0.018487515843188862,0.201257455436059,-1.6154365741800336,0.1270495219689446,-0.5965642109807112,16
16,Frontal pole lateral RH,16,stimulation_vs_baseline,0.028777370301659194,0.17096356217746989,-0.008689524883807254,0.2099266236858259,0.6422944969464293,0.5303769535224677,0.19571199765485145,16
16,Frontal pole lateral RH,16,recovery_vs_baseline,0.06993776111831887,0.14677300298834817,-0.03094671711037436,0.14642218351813394,1.77320035336506,0.09649534982726665,0.6881723210562143,16
17,Postcentral sulcus middle LH,16,stimulation_vs_baseline,0.0032422063827623193,0.15679270091250433,-0.06198944632140241,0.16436182092252113,1.8065428535518833,0.09093364747475927,0.40611941364207754,16
17,Postcentral sulcus middle LH,16,recovery_vs_baseline,-0.05629149037238024,0.1413326001610454,-0.0207067352807061,0.1982561193837778,-0.748497476637232,0.4657354428381727,-0.20669189305107755,16
18,Inferior longitudinal fasciculus posterior RH,16,stimulation_vs_baseline,-0.042068703214695635,0.1403067042718186,-0.031006188710574256,0.13272155280570952,-0.23206172515581028,0.8196263326564985,-0.0810044204490349,16
18,Inferior longitudinal fasciculus posterior RH,16,recovery_vs_baseline,-0.08255810964973417,0.1886485460984564,0.07390320732964586,0.21373908321066837,-2.2922839223724614,0.036768321620155704,-0.7761572463807292,16
19,Parieto-occipital sulcus middle,16,stimulation_vs_baseline,0.05854407041754209,0.1719452988522068,-0.016191496209126827,0.1523237465541835,1.1125860362931874,0.2833995844539169,0.46010632939986773,16
19,Parieto-occipital sulcus middle,16,recovery_vs_baseline,-0.018626466376333167,0.1312712704348619,-0.03249323012769295,0.16815853423032148,0.22473794025423666,0.8252159198342778,0.09192621379736636,16
20,Lateral fissure posterior limb LH,16,stimulation_vs_baseline,0.024358641918287488,0.11858183253899277,0.004861273383519937,0.16004765580601776,0.4087007553271214,0.6885346011269455,0.13842741690394889,16
20,Lateral fissure posterior limb LH,16,recovery_vs_baseline,0.020877372497449448,0.11130437261892923,0.08445489031461839,0.13002985041411735,-1.5088610752702227,0.1521075750380192,-0.5253046555272949,16
21,Superior corona radiata RH,16,stimulation_vs_baseline,-0.010207840892964032,0.22126935966956884,-0.006523917321348882,0.17883682121665165,-0.054355102637177084,0.9573695981886459,-0.01831203726732333,16
21,Superior corona radiata RH,16,recovery_vs_baseline,-0.10666472141604474,0.21558568604706554,0.03336348407062423,0.22048889995429716,-2.059474262441372,0.05724542512950274,-0.6421807605477617,16
22,Fusiform gyrus mid-posterior RH,16,stimulation_vs_baseline,-0.029707404692740802,0.17410268379272203,-0.005113030460162926,0.16718662130567116,-0.4080109277175895,0.6890300930010418,-0.1440966685610928,16
22,Fusiform gyrus mid-posterior RH,16,recovery_vs_baseline,-0.08130419454122381,0.19369199341390847,-0.0071136554666141605,0.11845432881345463,-1.5231209409505997,0.14853036605925715,-0.4621229593723847,16
23,Cingulate sulcus mid-posterior LH,16,stimulation_vs_baseline,0.03333358507552131,0.15160383032219069,0.02432275907698689,0.16212454366210188,0.16359105884457792,0.8722368814438511,0.05741121559710291,16
23,Cingulate sulcus mid-posterior LH,16,recovery_vs_baseline,0.040396088227173915,0.1753251566171189,0.019840212140064345,0.18721763988499251,0.34827263189032304,0.7324751191379835,0.11333738128555722,16
24,Intraparietal sulcus posterior RH,16,stimulation_vs_baseline,-0.06859719909567691,0.18694396606644087,-0.04367262585439283,0.15489265621120027,-0.38669662855030434,0.7044113283829887,-0.14519058948231492,16
24,Intraparietal sulcus posterior RH,16,recovery_vs_baseline,-0.05123425475033716,0.20733126546658842,-0.031850274009804,0.1588458477521594,-0.2982379723309024,0.7696129658509016,-0.10495609357852038,16
25,Anterior insula antero-inferior RH,16,stimulation_vs_baseline,-0.04158047699865952,0.1579950317819925,0.016779651603999496,0.16296937624358884,-1.0012411756882318,0.33258931661770674,-0.3636111643361938,16
25,Anterior insula antero-inferior RH,16,recovery_vs_baseline,-0.006407809132094711,0.12922660158815857,-0.04596826101688442,0.18627703330746068,0.632607730076145,0.5365148341671466,0.2467745650788578,16
26,External capsule anterior LH,16,stimulation_vs_baseline,-0.020185557402841392,0.19593630010872712,-0.02687547615223837,0.15480744474686936,0.1192894571896341,0.9066290081429467,0.037887451919453384,16
26,External capsule anterior LH,16,recovery_vs_baseline,0.0779275696594767,0.18739084388041288,-0.10688080467163422,0.2251425181922037,2.1859606470409116,0.04508644710161932,0.8922399359662838,16
27,Corpus callosum splenium superior,16,stimulation_vs_baseline,-0.062415489540189356,0.1786964054555455,-0.0010369196814831172,0.12957185588289238,-0.9783334261291078,0.34342549762042585,-0.3932533740468021,16
27,Corpus callosum splenium superior,16,recovery_vs_baseline,-0.06204898508981699,0.2078845421712207,0.022374412481276612,0.14686937005131187,-1.4015820174299174,0.18139179289519305,-0.4690673962199494,16
28,Internal capsule genu posterior,16,stimulation_vs_baseline,-0.01403884019755186,0.15310455296868875,0.05952279934737387,0.14089435642070297,-1.3554919692006493,0.19532057453777144,-0.4999901522300715,16
28,Internal capsule genu posterior,16,recovery_vs_baseline,-0.0010167382903525368,0.19135050348993368,0.027941320793943708,0.18227477941564615,-0.41606644847747326,0.6832531704927849,-0.15496552729155025,16
29,Superior parietal lobule posterior RH,16,stimulation_vs_baseline,0.0055211888202449655,0.14764122921853065,0.010064559547137808,0.12990269945530558,-0.09308848796994479,0.9270652304565932,-0.032673167661960684,16
29,Superior parietal lobule posterior RH,16,recovery_vs_baseline,0.010975801955104197,0.12090134027361102,0.01772871444781618,0.15480508995635597,-0.12940445144690915,0.8987568955292451,-0.048620022866209,16
30,Lateral occipital cortex anterior RH,16,stimulation_vs_baseline,-0.014207551401162366,0.14086187513577808,0.031748859453780004,0.17408817738410354,-0.8592226915680369,0.40374047149244663,-0.29022244454028273,16
30,Lateral occipital cortex anterior RH,16,recovery_vs_baseline,-0.04790464063384273,0.14438782634684513,0.011629762034949809,0.13261527873341228,-1.6907665420780695,0.11154845485046931,-0.42945878993370024,16
31,Middle frontal gyrus mid-posterior inferior RH,16,stimulation_vs_baseline,0.004429269582450157,0.15464446984274907,-0.01602699059303611,0.15138859212237848,0.3372907389196726,0.7405711618840718,0.13367903744283585,16
31,Middle frontal gyrus mid-posterior inferior RH,16,recovery_vs_baseline,-0.005916517414802341,0.16103799893189177,0.041742932355269324,0.14349230179513428,-0.974721104123179,0.345156720216101,-0.3124847800520451,16
32,Parieto-occipital sulcus middle LH,16,stimulation_vs_baseline,0.01626823104983663,0.18591770264407967,0.02278334099477472,0.1959866996678226,-0.10203717903197654,0.9200787068811924,-0.034107209429824745,16
32,Parieto-occipital sulcus middle LH,16,recovery_vs_baseline,-0.008908442913630854,0.1482059604418336,-0.04473295485082404,0.19054235744292036,0.6348248078597176,0.5351065437645937,0.20987831382468528,16
33,Frontomarginal gyrus LH,16,stimulation_vs_baseline,-0.02108874768655028,0.13624666773768865,-0.0976825721752344,0.18482218538020292,1.2813219094020167,0.21953527813415122,0.47174921826192456,16
33,Frontomarginal gyrus LH,16,recovery_vs_baseline,0.0004177869626353359,0.1959790750859293,-0.045052786591118915,0.18912162091013215,0.5810130479585948,0.5698594220108093,0.2361115765134113,16
34,Corpus callosum splenium,16,stimulation_vs_baseline,-0.048369836895151064,0.1653717455162405,-0.059257738982519126,0.16228060409186149,0.18973884068525618,0.8520575047998409,0.0664571311481236,16
34,Corpus callosum splenium,16,recovery_vs_baseline,0.023779462609794105,0.14606229315895303,-0.023586387164617834,0.17875343992863507,0.6688224541402373,0.5137710780669078,0.29018152166902406,16
35,Cingulate cortex mid-anterior LH,16,stimulation_vs_baseline,0.021881301452568336,0.1585856568953184,0.0017768522156242916,0.15636511554230273,0.46836641845668536,0.6462562136716961,0.1276640753536866,16
35,Cingulate cortex mid-anterior LH,16,recovery_vs_baseline,-0.005296140527902143,0.14090964836463934,0.01742899060228628,0.16211769100969614,-0.5344985154468992,0.6008301004275888,-0.1496213414706692,16
36,Middle frontal gyrus posterior inferior RH,16,stimulation_vs_baseline,-0.003319368782929988,0.1356756298862612,-0.07252236718114419,0.20196339149355572,1.3372574910110848,0.2010647949314195,0.40224415087755633,16
36,Middle frontal gyrus posterior inferior RH,16,recovery_vs_baseline,0.03629048836363155,0.17015195234321745,-0.044216436086998795,0.21705721479169496,1.4343856725515254,0.17198141451201948,0.4128138984699243,16
37,Thalamus LH,16,stimulation_vs_baseline,-0.07721496548642537,0.13274020807088485,0.06307778641243819,0.1633542410111382,-2.3108845721168607,0.03546971047015883,-0.94259680789612,16
37,Thalamus LH,16,recovery_vs_baseline,-0.044673114288555915,0.16690308374605686,-0.03415153400274901,0.13520553631070203,-0.1787595107096103,0.8605185992337814,-0.06927403188407245,16
38,Fusiform gyrus anterior RH,16,stimulation_vs_baseline,-0.004584899614326232,0.16902878095334312,0.030422539244594093,0.1716198064757719,-0.6802887643383786,0.5066866956116172,-0.20552808696091127,16
38,Fusiform gyrus anterior RH,16,recovery_vs_baseline,0.004159949296691362,0.18572746722982716,0.05935033805686385,0.18386287818345673,-0.8809707262699953,0.39223107020892667,-0.29865329059910045,16
39,Precentral sulcus middle LH,16,stimulation_vs_baseline,-0.03800197280474513,0.1556209222845919,-0.02393532929902706,0.1447356868470535,-0.3400792406139626,0.7385123814699814,-0.09360483180795406,16
39,Precentral sulcus middle LH,16,recovery_vs_baseline,0.010363725027393411,0.1390182018944795,0.021671595688196044,0.11010334659309058,-0.23820027497153531,0.8149490876738235,-0.09017657574202112,16
40,Central opercular cortex LH,16,stimulation_vs_baseline,0.02605961141347854,0.18247445400246856,0.046748644130106376,0.1105300340981349,-0.3491394280363127,0.7318374826488212,-0.13714613254281255,16
40,Central opercular cortex LH,16,recovery_vs_baseline,0.010814036417327894,0.1694788687581052,0.044670494578902764,0.22023188776901373,-0.4132718881043714,0.6852549639370198,-0.17229674808218767,16
41,Cerebellum VI superior,16,stimulation_vs_baseline,-0.07434044585861774,0.22057167028850674,0.004197332224425532,0.24528140136667603,-0.9223814687590683,0.3709286284294415,-0.3367050027348778,16
41,Cerebellum VI superior,16,recovery_vs_baseline,-0.09861501438649431,0.19037710230460783,-0.028909740076706658,0.17404704640793406,-1.1026224076194253,0.2875682311707175,-0.38216674777468684,16
42,Corpus callosum genu superior,16,stimulation_vs_baseline,-0.09164803417614337,0.27840118565794164,-0.06576675532146029,0.25445745649540097,-0.2570234984887071,0.800652823866776,-0.09704333480293367,16
42,Corpus callosum genu superior,16,recovery_vs_baseline,-0.15002277797216787,0.24673825346824774,-0.08028295029465146,0.20733092355473368,-0.8113022345035542,0.4298783062978273,-0.3060267712780038,16
43,Cerebrospinal fluid (between precentral gyrus and skull),16,stimulation_vs_baseline,-0.06067186442669331,0.16342994356707163,-0.04988567414258957,0.216917249434383,-0.18099937015467787,0.8587910066158261,-0.05616495814191509,16
43,Cerebrospinal fluid (between precentral gyrus and skull),16,recovery_vs_baseline,-0.04392141120279086,0.20137029012693544,0.0406502892020634,0.22190057426153317,-1.1832343413156132,0.25513074190559887,-0.39914106946091094,16
44,Heschl’s gyrus posterior RH,16,stimulation_vs_baseline,-0.06674011112949327,0.18860347199164615,-0.07183840990169849,0.18472209723767216,0.07801799747177324,0.9388449587829328,0.02731140682948358,16
44,Heschl’s gyrus posterior RH,16,recovery_vs_baseline,0.008600479264699395,0.22351088834479882,-0.02636272291302022,0.21485884730008106,0.43218553332733467,0.6717550634364093,0.15948361156954874,16
45,Lingual gyrus posterior RH,16,stimulation_vs_baseline,-0.004756918919233327,0.15792914380883327,0.044070468046634365,0.1428321477506624,-0.9392391327832119,0.3624874004673495,-0.32428368143804726,16
45,Lingual gyrus posterior RH,16,recovery_vs_baseline,-0.0005292759411450465,0.146899862715635,0.001964018231288306,0.1940389870275609,-0.0417538343106303,0.9672456537640283,-0.014488222065938292,16
46,Corticospinal tract middle RH,16,stimulation_vs_baseline,-0.07703374383168446,0.14031993941711882,0.02147898136078416,0.1599410777171796,-1.8278533502155225,0.08752941764800032,-0.6547840392614609,16
46,Corticospinal tract middle RH,16,recovery_vs_baseline,0.0019363537657929586,0.19243107528145836,0.007854390478382045,0.13215520347521725,-0.09233486013169873,0.9276539029377877,-0.035852170563091715,16
47,Superior frontal sulcus mid-posterior LH,16,stimulation_vs_baseline,-0.01105835723297588,0.18034972394393348,-0.018863798432902756,0.20640501498362024,0.0979550426928722,0.923264951068051,0.040272491319444784,16
47,Superior frontal sulcus mid-posterior LH,16,recovery_vs_baseline,0.03929006169813634,0.1984279830623858,0.017196645453960074,0.1573950589464046,0.3362020739463581,0.7413754922580145,0.12336448237497019,16
48,Cerebellum VI superior RH,16,stimulation_vs_baseline,-0.027033003466034267,0.19675942127970406,0.06869606432382985,0.26983602248839705,-1.1285826334131062,0.27680147935076893,-0.40538834035232835,16
48,Cerebellum VI superior RH,16,recovery_vs_baseline,-0.053450286501896066,0.22925424646692816,0.02943450402908168,0.15664312564286573,-1.3093692227997136,0.21011194709200595,-0.42216081866756777,16
49,Thalamus inferior,16,stimulation_vs_baseline,-0.1552847303209393,0.27795467131210627,-0.057744082729453944,0.2592817650434368,-0.9850650342694006,0.3402156796924054,-0.3629008617001282,16
49,Thalamus inferior,16,recovery_vs_baseline,-0.1527707259488614,0.31892959945518135,-0.10375780440562465,0.2283735690723035,-0.4789701076424688,0.6388673115305173,-0.17670457668149608,16
50,Lateral fissure superior RH,16,stimulation_vs_baseline,-0.11257897343313028,0.3679472016700722,0.06107993778687715,0.12652941794078737,-1.9038669677580482,0.07629217896561455,-0.6311848112908023,16
50,Lateral fissure superior RH,16,recovery_vs_baseline,-0.08082250821893738,0.268524105680738,0.032631038611244,0.16327145233823048,-1.5652539210526557,0.1383725058848844,-0.510547860807991,16
51,Superior parietal lobule postero-superior RH,16,stimulation_vs_baseline,-0.033137501877586684,0.13592527996367548,-0.009076814034168351,0.17398122106352532,-0.3644625216113502,0.7205995373081924,-0.15411941230653264,16
51,Superior parietal lobule postero-superior RH,16,recovery_vs_baseline,-0.030929787710470558,0.16967402026007938,-0.016446923331419422,0.18909801590735942,-0.232980370683486,0.818925918941885,-0.08061768282629952,16
52,Temporal pole superior RH,16,stimulation_vs_baseline,-0.027504948231019594,0.2037459673782342,0.006375871290336871,0.17366419948531486,-0.44578460567524003,0.6621198289478674,-0.17897613786841995,16
52,Temporal pole superior RH,16,recovery_vs_baseline,-0.010268389939500355,0.13513315918792412,0.08082532971019896,0.2092184427940204,-1.2266600073518503,0.2388574565438828,-0.5172385613197323,16
53,Retrosplenial cortex,16,stimulation_vs_baseline,-0.16853933549105576,0.3171850736744883,-0.08639413169926402,0.24802964076709602,-0.7470565657238915,0.4665791326987303,-0.2885174705210673,16
53,Retrosplenial cortex,16,recovery_vs_baseline,-0.20524878694534643,0.33784500058392525,-0.020231204558667643,0.13845748166256572,-1.8282513250883488,0.08746693464050825,-0.7166334796775815,16
54,Middle temporal gyrus middle superior LH,16,stimulation_vs_baseline,-0.01886544420417466,0.11621980969216587,-0.055438161807135455,0.12231186535837094,0.8664039780079075,0.3999155715640461,0.30654876807176684,16
54,Middle temporal gyrus middle superior LH,16,recovery_vs_baseline,-0.004752573588145903,0.15906644180033244,-0.04409503021896652,0.1297106093502113,0.703879788779033,0.49229073807131607,0.27107928698292616,16
55,Anterior insula inferior LH,16,stimulation_vs_baseline,-0.06952046894045955,0.16992104230658342,-0.07207656962466136,0.21411728088956472,0.03995578375488669,0.9686553398225377,0.013224411419953471,16
55,Anterior insula inferior LH,16,recovery_vs_baseline,-0.050855679535559056,0.22979199399202138,-0.08442787759547349,0.1989134625717036,0.4833515888580828,0.6358256357396321,0.15621657992967353,16
56,Arcuate fasciculus anterior RH,16,stimulation_vs_baseline,0.06509529472658632,0.1852129178808158,-0.08611457323360622,0.18711987344605752,2.0943176599645765,0.053625284991027526,0.8122190057464942,16
56,Arcuate fasciculus anterior RH,16,recovery_vs_baseline,0.0051093971860535214,0.16321718512372096,-0.015287347508348648,0.14201327394456392,0.3329492919336254,0.7437805751060091,0.1333268382828613,16
57,Hippocampal fissure,16,stimulation_vs_baseline,0.04888671010564405,0.2122115013671689,-0.030019206713065932,0.15455771767103701,1.1275216711498959,0.2772354921881281,0.42505608021852165,16
57,Hippocampal fissure,16,recovery_vs_baseline,0.0513055455922895,0.1171813039384135,-0.020006732178699,0.1062239916346012,1.944204917765277,0.07087058357831895,0.6376452095309675,16
58,Corpus callosum isthmus inferior,16,stimulation_vs_baseline,0.039052256838668725,0.22683171928967916,0.06475133908870559,0.18161520844965787,-0.27845501272556944,0.7844650285463171,-0.12507397527060618,16
58,Corpus callosum isthmus inferior,16,recovery_vs_baseline,0.11401814834790397,0.19782162503390055,0.09358008505099513,0.19780890342038,0.42109462737790115,0.6796575821495473,0.10331893934572636,16
59,Calcarine sulcus posterior LH,16,stimulation_vs_baseline,-0.04558932962551204,0.16838778516599803,-0.0027202623613938604,0.14521917633143852,-0.6644750440042265,0.5164718923177707,-0.2726505524140007,16
59,Calcarine sulcus posterior LH,16,recovery_vs_baseline,-0.0022602337609599066,0.18355290529608395,-0.053076300985990144,0.07906839098332763,0.8946380040017591,0.38511141938555904,0.3595779912050083,16
60,Parieto-occipital sulcus posterior LH,16,stimulation_vs_baseline,-0.06865875553686818,0.14658498395454717,0.026559454520119014,0.15745060241060047,-1.430168726193068,0.17316814377778023,-0.6259626569969979,16
60,Parieto-occipital sulcus posterior LH,16,recovery_vs_baseline,-0.05292975435578395,0.20474979972154125,0.015564881393147462,0.14916106139739083,-1.0063662219297935,0.3301986416004037,-0.38238465302570007,16
61,Ventromedial prefrontal cortex posterior ,16,stimulation_vs_baseline,0.0464169297480469,0.1481774435180973,0.030001100092038935,0.13987215137041914,0.3255251554556281,0.7492802258873876,0.11393184148846643,16
61,Ventromedial prefrontal cortex posterior ,16,recovery_vs_baseline,0.031092236744095836,0.13663948892457511,0.06275106545608472,0.16688706676439274,-0.5675296400102283,0.5787503215118197,-0.20757847589688588,16
62,Superior frontal sulcus middle LH,16,stimulation_vs_baseline,-0.060037057011959855,0.2222604971012023,-0.15091768045538506,0.2418247673052877,1.2227894701908335,0.24027438350803562,0.39130729722280605,16
62,Superior frontal sulcus middle LH,16,recovery_vs_baseline,-0.04843100877967321,0.17809713080951348,-0.14563283149306855,0.2947668576242668,1.1850122687344358,0.25444817461449887,0.3991497992019376,16
63,Cerebellum V LH,16,stimulation_vs_baseline,-0.028436619974632593,0.1372676551172362,0.07148395179560912,0.22143189852844666,-1.6713039249719173,0.11538766729623212,-0.542396156273632,16
63,Cerebellum V LH,16,recovery_vs_baseline,-0.022824953831620004,0.15641414286490687,0.03981240619735352,0.15696432350047446,-1.4396656577552316,0.17050498933779934,-0.399754738879711,16
64,Parahippocampal sulcus,16,stimulation_vs_baseline,-0.011560740424512383,0.16690335105714219,-0.010199563298313341,0.14695521283447316,-0.02669684139838224,0.9790534737256966,-0.008656358554918338,16
64,Parahippocampal sulcus,16,recovery_vs_baseline,-0.0407142334509043,0.09689745157903468,0.02327666207873519,0.14850166829672473,-1.6054087096420004,0.12924656287410236,-0.5103628569810307,16
65,Middle frontal gyrus mid-anterior RH,16,stimulation_vs_baseline,-0.015921059090027445,0.1269004498696283,0.04120582759469735,0.20531767437004317,-0.8416157686605736,0.4132200571136079,-0.3347139203542642,16
65,Middle frontal gyrus mid-anterior RH,16,recovery_vs_baseline,0.0015746165012364977,0.1609042510788452,0.049126861901547164,0.23001991761872478,-0.7271120789313507,0.4783528338190757,-0.23956575388218013,16
66,Superior temporal sulcus anterior RH,16,stimulation_vs_baseline,0.025139631879743107,0.16401268099813662,0.030953445266453883,0.1444284327933303,-0.10621944187572989,0.9168157778823418,-0.037622283012868005,16
66,Superior temporal sulcus anterior RH,16,recovery_vs_baseline,0.0349441074169799,0.14380914855878113,0.06881024245408102,0.18008571282746752,-0.8518695165737409,0.40768186220296376,-0.2078186746418676,16
67,Dorsomedial prefrontal cortex RH,16,stimulation_vs_baseline,-0.045295131841757375,0.19484936541936201,-0.0018460048466185652,0.14510356398007998,-0.7542295822153152,0.4623884153531157,-0.25292490492690334,16
67,Dorsomedial prefrontal cortex RH,16,recovery_vs_baseline,-0.04731522253873002,0.17257145447595865,-0.012612451841984784,0.17313302041730222,-0.5437050836860694,0.5946338246230973,-0.2007652630026953,16
68,Putamen superior RH,16,stimulation_vs_baseline,0.05747675253225262,0.17627998799593342,0.05043474221390812,0.19396005844171862,0.12562724902497285,0.9016953090507294,0.03799694265117473,16
68,Putamen superior RH,16,recovery_vs_baseline,-0.0031203749017184867,0.18775973892230333,0.008286990293127267,0.17243236225550493,-0.1572110662396372,0.8771751231448207,-0.06328318144977382,16
69,Posterior cingulate cortex anterior,16,stimulation_vs_baseline,-0.005615669126469575,0.13688404768164117,0.07064236023254641,0.19386509999368187,-1.112850254834006,0.28328965605384754,-0.4544286536847199,16
69,Posterior cingulate cortex anterior,16,recovery_vs_baseline,-0.047788143150291174,0.16496565135566116,0.008222762492664654,0.1336628535636354,-1.134137640316351,0.2745373980091034,-0.37307694422954407,16
70,Heschl’s gyrus posterior LH,16,stimulation_vs_baseline,0.0025417650952976045,0.18121543549085706,-0.08571691389054206,0.17766706572343127,1.4977782819451586,0.1549374611165596,0.49182874617135414,16
