roi_index,roi_label,comparison,coefficient,p_value_paired,p_value_paired_fdr,p_value_paired_bonferroni,cohens_d_paired,t_statistic_paired,degrees_of_freedom,n_paired_subjects,active_change_mean,active_change_std,active_change_sem,sham_change_mean,sham_change_std,sham_change_sem,paired_difference_mean,paired_difference_std,paired_difference_sem,p_value_active_vs_zero,p_value_sham_vs_zero,p_value_unpaired,cohens_d_unpaired,effect_size_category,active_change_direction,sham_change_direction,change_pattern
447,Superior parietal sulcus middle LH,stimulation_minus_baseline,drift_1,0.0018641058053609281,0.38176886893791806,1.0,-0.9418046870323988,-3.7672187481295953,15,16,-0.007804480182712575,0.014618141789532921,0.0036545354473832303,0.012244702650809689,0.017875931732513877,0.004468982933128469,-0.02004918283352226,0.02128804741532631,0.005322011853831577,0.04961288531118865,0.015190732968343203,0.0015867291487523963,-1.2278652812925737,large,decrease,increase,ADSI
93,Supracalcarine cortex RH,recovery_minus_baseline,drift_1,0.002732897667669778,1.0,1.0,-0.8951204040254979,-3.5804816161019914,15,16,-0.010720938651539957,0.014300690060797953,0.0035751725151994883,0.0012164555136956316,0.007928329463560466,0.0019820823658901164,-0.011937394165235588,0.013336076478148906,0.0033340191195372266,0.008996167202986748,0.5485913452677796,0.006580892459015516,-1.0324515988825897,large,decrease,increase,ADSI
516,Superior frontal gyrus posterior medial RH,recovery_minus_baseline,diffusion,0.002778764842587861,1.0,1.0,0.8930917428927747,3.572366971571099,15,16,0.011867378828157405,0.05797449487949717,0.014493623719874293,-0.04803522258876025,0.0629812671765215,0.015745316794130375,0.05990260141691765,0.06707328994319188,0.01676832248579797,0.4257184535255708,0.008090873740810042,0.008872062142487572,0.9896402990080871,large,increase,decrease,AISD
61,Ventromedial prefrontal cortex posterior ,recovery_minus_baseline,drift_0,0.0033957525000827275,1.0,1.0,0.868659004899746,3.474636019598984,15,16,0.009747831910534206,0.0246192247085311,0.006154806177132775,-0.014603630419895158,0.020573489972161813,0.005143372493040453,0.024351462330429362,0.02803339652622357,0.007008349131555893,0.13409712552066688,0.01243238438446178,0.0049225796500034615,1.0733794981554927,large,increase,decrease,AISD
602,Subcentral gyrus posterior LH,recovery_minus_baseline,drift_1,0.0036123020140744625,1.0,1.0,-0.8611277823639575,-3.4445111294558304,15,16,-0.007365182513175879,0.01141923034947997,0.0028548075873699925,0.0054729839799641375,0.010778215629517297,0.002694553907379324,-0.012838166493140016,0.014908549876183112,0.003727137469045778,0.02091789489349143,0.06035419992430431,0.0026996967650560347,-1.1562426398153915,large,decrease,increase,ADSI
776,Superior occipital sulcus inferior RH,stimulation_minus_baseline,diffusion,0.003878127788440195,1.0,1.0,-0.8524770916324446,-3.4099083665297782,15,16,-0.017740041754718307,0.039194125030927285,0.009798531257731821,0.03012160991159185,0.040998182212023664,0.010249545553005916,-0.04786165166631016,0.05614420860818424,0.01403605215204606,0.09029605925241084,0.01016156928252295,0.0020522721282828136,-1.1933699515065113,large,decrease,increase,ADSI
655,Frontal pole RH,stimulation_minus_baseline,drift_0,0.004009061754946345,0.8210558474130115,1.0,-0.8484315495572753,-3.393726198229101,15,16,-0.013920870498241,0.01446140145155581,0.0036153503628889526,0.006586459338386038,0.019357944690046806,0.004839486172511702,-0.020507329836627036,0.024170871353532384,0.006042717838383096,0.0015723482260629512,0.1936169338864479,0.0019500972731782817,-1.2002423639884658,large,decrease,increase,ADSI
501,Cerebellum Crus II RH,stimulation_minus_baseline,drift_0,0.004494164003871405,0.7670039899940532,1.0,-0.834512552807105,-3.33805021122842,15,16,-0.016147692144697873,0.01968249514835767,0.004920623787089418,0.008439488341944907,0.021183320731668277,0.005295830182917069,-0.024587180486642782,0.02946292467852911,0.007365731169632277,0.005045339755418362,0.13187312182228658,0.0019175841875021201,-1.2025021599225079,large,decrease,increase,ADSI
140,Intraparietal sulcus anterior LH,stimulation_minus_baseline,drift_0,0.004569978985340593,0.6685226401412524,1.0,0.8324735284212353,3.329894113684942,15,16,0.004689402008912363,0.017152165562950333,0.004288041390737583,-0.013605244067631268,0.018944354763727248,0.004736088690931812,0.01829464607654363,0.021976249636716925,0.005494062409179231,0.2913822836054157,0.011620698835956626,0.007573935305962652,1.0124044267964831,large,increase,decrease,AISD
840,Posterior orbital gyrus RH,stimulation_minus_baseline,drift_1,0.004662363980190705,0.7957101192858803,1.0,0.8300339075155739,3.3201356300622957,15,16,0.015283412819598956,0.014852018810979611,0.003713004702744903,-0.002794333777502166,0.014140599277847143,0.0035351498194617858,0.01807774659710112,0.02177952784026709,0.005444881960066772,0.0009157235021028214,0.44158766336260935,0.001377635296281057,1.2466833172092335,large,increase,decrease,AISD
57,Hippocampal fissure,recovery_minus_baseline,drift_1,0.00499463955688423,1.0,1.0,-0.82164044943403,-3.28656179773612,15,16,-0.005288692381708537,0.013747826984476063,0.0034369567461190157,0.0071757751764990755,0.013014110160602216,0.003253527540150554,-0.012464467558207612,0.015170221435414362,0.0037925553588535905,0.14468595381404417,0.043434001062038895,0.013225381083367313,-0.931157233087427,large,decrease,increase,ADSI
902,Precuneus anterior,stimulation_minus_baseline,diffusion,0.005096607128528344,1.0,1.0,-0.8191758101835699,-3.2767032407342795,15,16,-0.03271586796546741,0.04941881801202256,0.01235470450300564,0.021073707380349915,0.06623596512347286,0.016558991280868216,-0.053789575345817325,0.06566304165373678,0.016415760413434195,0.018262399299936765,0.222517585835444,0.014207335710897682,-0.9204943310740488,large,decrease,increase,ADSI
1008,Cerebellum VI anterior RH,recovery_minus_baseline,diffusion,0.005637019073946609,1.0,1.0,0.8068803669649423,3.227521467859769,15,16,0.006104110612334077,0.03879836874887393,0.009699592187218482,-0.03410896404453502,0.05718698609350175,0.014296746523375438,0.04021307465686909,0.049837716101743104,0.012459429025435776,0.5386093968037813,0.030664545926048777,0.026867082990112444,0.8229346710338105,large,increase,decrease,AISD
416,Cerebellum V,stimulation_minus_baseline,drift_0,0.005926324101924511,0.7585694850463374,1.0,0.8007707055339974,3.2030828221359897,15,16,0.004703152438619681,0.013513059912098264,0.003378264978024566,-0.015210396739031858,0.019637146712176323,0.004909286678044081,0.019913549177651542,0.024867979110664525,0.006216994777666131,0.18416541621838345,0.007342824552186768,0.002242289343419093,1.1814226393096838,large,increase,decrease,AISD
145,Inferior longitudinal fasciculus middle RH,recovery_minus_baseline,diffusion,0.00596966838588772,1.0,1.0,0.7998808968447415,3.199523587378966,15,16,0.034548417732265746,0.06647044056959668,0.01661761014239917,-0.02365045148808575,0.04717227240777622,0.011793068101944054,0.058198869220351494,0.07275941887089224,0.01818985471772306,0.05518751704895684,0.06330216895055231,0.007713561974864265,1.009786772184554,medium,increase,decrease,AISD
881,Superior occipital gyrus inferior RH,recovery_minus_baseline,drift_0,0.006035160062994287,1.0,1.0,0.7985484970246333,3.194193988098533,15,16,0.004143360692945063,0.015601686825922735,0.0039004217064806837,-0.014648013804488338,0.01986379322796812,0.00496594830699203,0.0187913744974334,0.023531913925640677,0.005882978481410169,0.30491042051266326,0.00993966019292912,0.00572669708465281,1.052129074212549,medium,increase,decrease,AISD
533,Superior longitudinal fasciculus I anterior LH,stimulation_minus_baseline,diffusion,0.006050532582572081,1.0,1.0,0.7982378256414513,3.1929513025658056,15,16,0.028593211272742766,0.041257928565222715,0.010314482141305679,-0.015824515502544715,0.04002975246790077,0.010007438116975192,0.04441772677528749,0.055644728110440154,0.013911182027610039,0.014237265070073703,0.13466760804340602,0.004284729092019079,1.0927278818449224,medium,increase,decrease,AISD
613,Superior temporal gyrus anterior medial,stimulation_minus_baseline,drift_1,0.006408827217414388,0.9375198672331905,1.0,-0.7912100117743849,-3.1648400470975395,15,16,-0.005118977827274825,0.012657563079270736,0.003164390769817684,0.007927609676038092,0.015539471206199711,0.0038848678015499277,-0.013046587503312917,0.016489411545809886,0.0041223528864524715,0.12656198511953878,0.05929441087467737,0.014198097668923632,-0.9205914196200645,medium,decrease,increase,ADSI
1000,Cerebellum VI RH,stimulation_minus_baseline,drift_1,0.006671034062034189,0.8538923599403762,1.0,-0.7863090912126955,-3.145236364850782,15,16,-0.009004489540051825,0.017718051390718362,0.004429512847679591,0.012576839232366358,0.01707614995135089,0.004269037487837722,-0.02158132877241818,0.02744636811859073,0.0068615920296476824,0.06016218976474741,0.010013281728461788,0.001445362547321001,-1.2403019065470702,medium,decrease,increase,ADSI
701,Medulla oblongata anterior,stimulation_minus_baseline,diffusion,0.0067464218994972005,1.0,1.0,-0.7849352408057882,-3.139740963223153,15,16,-0.04354416846793639,0.053926773570264715,0.013481693392566179,0.015442767804710864,0.052693378110957576,0.013173344527739394,-0.058986936272647256,0.0751487934368869,0.018787198359221723,0.005609922073704254,0.2593696014156484,0.0038819361132098234,-1.1064135414677752,medium,decrease,increase,ADSI
876,Hippocampus anterior LH,recovery_minus_baseline,diffusion,0.007012743197871298,1.0,1.0,-0.7802004559161154,-3.1208018236644617,15,16,-0.037467643258140775,0.04655259833340699,0.011638149583351748,0.016789608713797175,0.06861217096157075,0.01715304274039269,-0.054257251971937946,0.06954270733952443,0.017385676834881108,0.005731790313690048,0.3431964688036294,0.01374469444192275,-0.9254299818855741,medium,decrease,increase,ADSI
269,Corticospinal tract postero-superior RH,stimulation_minus_baseline,drift_1,0.007080126582394659,0.8055610689302368,1.0,-0.7790306407452022,-3.116122562980809,15,16,-0.0026730038218575588,0.010833083070701764,0.002708270767675441,0.01118320006359853,0.01321147210604543,0.0033028680265113574,-0.013856203885456088,0.017786468414389415,0.004446617103597354,0.3393073757078525,0.0040739105959910265,0.0028902041573184334,-1.1469465896624906,medium,decrease,increase,ADSI
610,Lunate sulcus superior LH,stimulation_minus_baseline,drift_0,0.007156751380593279,0.8142792681919464,1.0,0.7777136728974744,3.1108546915898976,15,16,0.0042398267762207235,0.018454772885568578,0.0046136932213921445,-0.010728364659625162,0.013221187195093473,0.0033052967987733683,0.014968191435845888,0.0192464038597649,0.004811600964941225,0.37265519196363495,0.005429726111430157,0.013111532782108522,0.9324406670237282,medium,increase,decrease,AISD
907,Optic radiation posterior LH,recovery_minus_baseline,drift_1,0.007728801450544796,1.0,1.0,-0.7683001296502162,-3.0732005186008657,15,16,-0.006006643687960807,0.011577389428979677,0.002894347357244919,0.006766211948840912,0.011383526457757392,0.002845881614439348,-0.012772855636801719,0.01662482556473967,0.004156206391184918,0.055574085749949376,0.031161422985581853,0.0037137251000308653,-1.112534051676631,medium,decrease,increase,ADSI
433,Parieto-occipital sulcus mid-superior,recovery_minus_baseline,drift_1,0.007753013093283221,1.0,1.0,-0.767917026667644,-3.071668106670576,15,16,-0.006435830973061773,0.012129824854479198,0.0030324562136197996,0.006060114922708339,0.011871599548735217,0.0029678998871838043,-0.01249594589577011,0.01627252093887792,0.00406813023471948,0.050870133637762105,0.05915656644886874,0.006186940434734834,-1.0412067668558105,medium,decrease,increase,ADSI
372,Lateral occipital cortex postero-superior LH,stimulation_minus_baseline,drift_0,0.007761390014824674,0.7947663375180467,1.0,0.7677847523629091,3.0711390094516364,15,16,0.012588880490965255,0.021621444212689397,0.005405361053172349,-0.007156148447219288,0.016457196925544423,0.004114299231386106,0.019745028938184542,0.02571688077604809,0.006429220194012023,0.03424900917265397,0.1024488345013386,0.006806501760086177,1.0276580727455538,medium,increase,decrease,AISD
625,Parahippocampal gyrus,recovery_minus_baseline,drift_0,0.008104168746985869,1.0,1.0,-0.7624893945876803,-3.049957578350721,15,16,-0.021167695479768076,0.02220272166407301,0.0055506804160182525,-0.0011145015954625247,0.024261424749630747,0.006065356187407687,-0.02005319388430555,0.02629963646268078,0.006574909115670195,0.0016956700564612131,0.8566714460403368,0.020857871025942137,-0.862322489079961,medium,decrease,decrease,ADSD
804,Cerebrospinal fluid (between superior occipital gyrus and skull),stimulation_minus_baseline,diffusion,0.008453440204596844,1.0,1.0,-0.7573158670872944,-3.0292634683491775,15,16,-0.028442776645679006,0.04686078248688312,0.01171519562172078,0.015720316741953802,0.04622386117790875,0.011555965294477187,-0.04416309338763281,0.05831528864895975,0.014578822162239937,0.02824245368472795,0.1938084985543232,0.011733313535713028,-0.9488581116102547,medium,decrease,increase,ADSI
758,Subcallosal cortex inferior,recovery_minus_baseline,diffusion,0.008528385480863284,1.0,1.0,0.7562331898366801,3.0249327593467203,15,16,0.015004022409305236,0.057144771886634985,0.014286192971658746,-0.04264376125735313,0.06782778390875499,0.016956945977188748,0.057647783666658375,0.0762301687381749,0.019057542184543724,0.3102319087638091,0.02379862919325183,0.014329614363879035,0.9192147066747968,medium,increase,decrease,AISD
140,Intraparietal sulcus anterior LH,stimulation_minus_baseline,diffusion,0.008592727269866974,1.0,1.0,-0.7553111312626403,-3.021244525050561,15,16,-0.025187106086628587,0.05523390491505028,0.01380847622876257,0.025961231634446767,0.0460828882399167,0.011520722059979175,-0.051148337721075354,0.06771823637177382,0.016929559092943455,0.0881313596347794,0.03962539761889271,0.007943141300719417,-1.0055781221389033,medium,decrease,increase,ADSI
270,Inferior occipital sulcus superior RH,stimulation_minus_baseline,diffusion,0.008714870596752015,1.0,1.0,-0.7535792637837785,-3.014317055135114,15,16,-0.03826955876670638,0.06892802088375956,0.01723200522093989,0.019742572834400188,0.05022263166412727,0.012555657916031818,-0.05801213160110657,0.07698212303483945,0.019245530758709863,0.04218152697414294,0.13670839901018897,0.010730169838929729,-0.9619788841574225,medium,decrease,increase,ADSI
876,Hippocampus anterior LH,stimulation_minus_baseline,diffusion,0.008839380814355294,1.0,1.0,-0.7518382199933284,-3.007352879973314,15,16,-0.030147379482645155,0.045772823411768714,0.011443205852942178,0.021914821125765385,0.058080037690578505,0.014520009422644626,-0.05206220060841055,0.06924654696175532,0.01731163674043883,0.018762441825564274,0.15200039319163,0.008510553177202795,-0.9956477310920732,medium,decrease,increase,ADSI
95,Cingulate anterior,stimulation_minus_baseline,diffusion,0.00892972281409279,0.9144036161631017,1.0,0.7505899752573204,3.0023599010292816,15,16,0.04946799349266011,0.061472276240534585,0.015368069060133646,-0.0029866690558461397,0.039027923107773976,0.009756980776943494,0.05245466254850625,0.06988457650333463,0.017471144125833657,0.005737662450287652,0.7637315803118562,0.007243985568467436,1.0187753627995448,medium,increase,decrease,AISD
598,Superior longitudinal fasciculus I middle RH,stimulation_minus_baseline,drift_0,0.008963337339393338,0.8344052214126162,1.0,0.7501286916835093,3.000514766734037,15,16,0.007311716028151298,0.021118421382438465,0.005279605345609616,-0.012869382383046525,0.02264917149106601,0.0056622928727665025,0.020181098411197827,0.026903514870102504,0.006725878717525626,0.18633718497332688,0.03817472428572687,0.014099608579883299,0.9216301594122207,medium,increase,decrease,AISD
192,Cerebrospinal fluid (between superior frontal sulcus and skull LH),stimulation_minus_baseline,drift_0,0.009548577246168782,0.8148119250064028,1.0,0.7423587549927638,2.9694350199710553,15,16,0.005360584006533173,0.030496914022718563,0.007624228505679641,-0.0145292406796389,0.021046096997543052,0.005261524249385763,0.01988982468617207,0.026792739430096635,0.006698184857524159,0.4927635751345487,0.014548219593689496,0.03998700106950829,0.7591204483176739,medium,increase,decrease,AISD
446,Collateral sulcus anterior ,stimulation_minus_baseline,drift_0,0.0096564246244309,0.7606291396474801,1.0,0.7409780713459244,2.9639122853836977,15,16,0.005758057518755455,0.01826832866038599,0.004567082165096497,-0.015518404840060493,0.02229576781438317,0.005573941953595792,0.02127646235881595,0.028714024316764248,0.007178506079191062,0.22664895736175333,0.013898343908163701,0.006070450648143155,1.0438966972370407,medium,increase,decrease,AISD
448,Calcarine sulcus anterior LH,recovery_minus_baseline,drift_1,0.00969786715203942,1.0,1.0,-0.7404515337061418,-2.9618061348245672,15,16,-0.01167313634950942,0.016006883704459206,0.0040017209261148014,0.0017594511803417428,0.015855899208129146,0.003963974802032286,-0.013432587529851162,0.01814107597646231,0.0045352689941155775,0.010621339736775566,0.6634795267432656,0.02361124803922705,-0.8431427198520105,medium,decrease,increase,ADSI
430,Paracentral lobule inferior LH,stimulation_minus_baseline,diffusion,0.009895848429790374,0.9212135265550312,1.0,-0.7379661886389252,-2.9518647545557006,15,16,-0.03511294032417807,0.07329089246911391,0.018322723117278478,0.02734569466592917,0.06546767929856033,0.016366919824640083,-0.06245863499010723,0.08463617432839762,0.021159043582099406,0.07457440426285894,0.11549047174067407,0.016414545747138198,-0.8988216199914424,medium,decrease,increase,ADSI
61,Ventromedial prefrontal cortex posterior ,stimulation_minus_baseline,drift_0,0.009903305818912415,0.7243560827547366,1.0,0.7378735279854097,2.951494111941639,15,16,0.009162374194350262,0.023938427478247044,0.005984606869561761,-0.012446027863098482,0.021588423877584462,0.005397105969396116,0.021608402057448746,0.02928469614087581,0.0073211740352189525,0.1465867929190369,0.03580262707291952,0.011802067311172983,0.9479975856100457,medium,increase,decrease,AISD
949,Anterior thalamic radiation antero-superior RH,stimulation_minus_baseline,drift_0,0.009961103496514464,0.6800113320287208,1.0,-0.7371576816049367,-2.9486307264197467,15,16,-0.014266245707386906,0.015206236738292566,0.0038015591845731414,0.006051804533364917,0.023571753533978765,0.005892938383494691,-0.020318050240751825,0.027562692145478903,0.006890673036369726,0.0019201735148802832,0.3207166660183613,0.006966352365310291,-1.02435163753547,medium,decrease,increase,ADSI
840,Posterior orbital gyrus RH,recovery_minus_baseline,diffusion,0.01015532198189279,1.0,1.0,0.7347816731614492,2.9391266926457966,15,16,0.05052022344460996,0.06806895497597695,0.017017238743994238,-0.0005251757008909123,0.05137841171861451,0.012844602929653627,0.05104539914550088,0.06947015829324445,0.01736753957331111,0.009561551627427415,0.9679253414096585,0.02311114250619285,0.846469104411687,medium,increase,decrease,AISD
169,Cerebellum VI,recovery_minus_baseline,drift_0,0.010876135852923909,1.0,1.0,-0.7263362650649887,-2.905345060259955,15,16,-0.00801244737089572,0.020235845659546704,0.005058961414886676,0.0066883764846435495,0.011902253301842199,0.0029755633254605496,-0.014700823855539266,0.02023969415078554,0.005059923537696385,0.1340886767627924,0.040059359386157296,0.01791634135903298,-0.8855652190993667,medium,decrease,increase,ADSI
333,Pars triangularis LH,recovery_minus_baseline,drift_1,0.01110816793768085,1.0,1.0,-0.7237338562025758,-2.894935424810303,15,16,-0.006291619443631254,0.01553324582496719,0.0038833114562417973,0.006202409066904212,0.012462244145833613,0.0031155610364584033,-0.012494028510535467,0.017263291475807845,0.004315822868951961,0.12602392485182823,0.06504482991620034,0.0177184571207888,-0.8872520648690086,medium,decrease,increase,ADSI
215,Cerebellum X,recovery_minus_baseline,diffusion,0.011857525660419881,1.0,1.0,0.7156777804352755,2.862711121741102,15,16,0.06220208826440273,0.06470959308905366,0.016177398272263416,-0.013768637793010798,0.08950571055800803,0.022376427639502008,0.07597072605741353,0.10615213736439898,0.026538034341099744,0.0015900788453410762,0.5475668933757989,0.009966362378949862,0.9727611428957595,medium,increase,decrease,AISD
1004,Lunate sulcus superior RH,stimulation_minus_baseline,diffusion,0.011912148444032227,1.0,1.0,-0.7151101378926518,-2.860440551570607,15,16,-0.009808160225461698,0.05118736942813948,0.01279684235703487,0.02042124053940967,0.040718645319272856,0.010179661329818214,-0.030229400764871368,0.04227237059448489,0.010568092648621222,0.45530146910262215,0.06322842303472553,0.07438215495316292,-0.6536063837758598,medium,decrease,increase,ADSI
212,Precentral sulcus middle RH,stimulation_minus_baseline,diffusion,0.012162374305193333,0.9580208683475363,1.0,-0.7125418119238582,-2.850167247695433,15,16,-0.031442862815820025,0.05753978666598529,0.014384946666496323,0.02129501564345286,0.05384841376751099,0.013462103441877748,-0.052737878459272886,0.07401373165299725,0.018503432913249313,0.04509877437338261,0.13453652829708357,0.011930638635687314,-0.9464008332677626,medium,decrease,increase,ADSI
643,Putamen posterior LH,recovery_minus_baseline,drift_1,0.012372253234126258,1.0,1.0,-0.7104270249646968,-2.841708099858787,15,16,-0.01294848515474429,0.01960034096289332,0.00490008524072333,0.00030286109617973125,0.015957982465230704,0.003989495616307676,-0.013251346250924018,0.01865264944218939,0.004663162360547347,0.018465889576287264,0.9404902763931791,0.04451338588190893,-0.7414504867668888,medium,decrease,increase,ADSI
721,Precentral sulcus superior LH,recovery_minus_baseline,drift_1,0.012673346566688955,1.0,1.0,-0.7074533980139863,-2.8298135920559453,15,16,-0.014835584003052621,0.018869507323115653,0.004717376830778913,0.0002509850834582182,0.016502952078740713,0.004125738019685178,-0.015086569086510841,0.021325177218546033,0.005331294304636508,0.006675897577185759,0.9522945732814927,0.022429621156701718,-0.8511094530731413,medium,decrease,increase,ADSI
779,Lingual gyrus middle,recovery_minus_baseline,drift_1,0.012850346287932477,1.0,1.0,-0.7057372806676766,-2.8229491226707064,15,16,-0.005467783591666633,0.01793010173445624,0.00448252543361406,0.007602514353365853,0.02039978566847985,0.005099946417119963,-0.013070297945032484,0.018520061647681517,0.004630015411920379,0.2413733076886143,0.15676655650196325,0.06376162241611788,-0.6805786386797583,medium,decrease,increase,ADSI
902,Precuneus anterior,recovery_minus_baseline,drift_0,0.012958797966282127,1.0,1.0,0.7046971102559481,2.8187884410237922,15,16,0.012365321464582326,0.02827413338478961,0.0070685333461974025,-0.011395774336020594,0.018360645092544713,0.004590161273136178,0.02376109580060292,0.03371816835175161,0.008429542087937902,0.10065605282197128,0.025358729596372316,0.008445355456803508,0.9967565962434712,medium,increase,decrease,AISD
655,Frontal pole RH,stimulation_minus_baseline,diffusion,0.013068601691803464,0.9558748666004819,1.0,0.7036525676604775,2.81461027064191,15,16,0.02225925601794245,0.051124619637750696,0.012781154909437674,-0.01995294984811996,0.04597779667733994,0.011494449169334986,0.042212205866062405,0.05999012553370004,0.01499753138342501,0.10204664960269695,0.10307469949732614,0.020072533192238107,0.8682180315037369,medium,increase,decrease,AISD
137,Forceps minor anterior LH,stimulation_minus_baseline,drift_0,0.01321174630396103,0.8455517634535059,1.0,-0.7023036078578715,-2.809214431431486,15,16,-0.017489690122732333,0.02243165772209687,0.005607914430524217,0.004918414837729807,0.020998328662132387,0.005249582165533097,-0.022408104960462145,0.03190657816611556,0.00797664454152889,0.00704219408529264,0.36364299460514615,0.006631777140603375,-1.0313570505807421,medium,decrease,increase,ADSI
449,Cerebrospinal fluid (between occipital pole superior and skull),stimulation_minus_baseline,diffusion,0.013512393390878237,0.9224460554839543,1.0,0.6995160670021893,2.798064268008757,15,16,0.04115043784844183,0.04420359790621356,0.01105089947655339,-0.00400662060286843,0.0437413488163829,0.010935337204095725,0.04515705845131026,0.0645547122953631,0.016138678073840774,0.002037675619325194,0.7191890651778567,0.006841638237268607,1.0269250565242047,medium,increase,decrease,AISD
597,Paracentral lobule postero-inferior RH,stimulation_minus_baseline,drift_1,0.013760116844846825,1.0,1.0,0.697264163312429,2.789056653249716,15,16,0.010562695167910356,0.01747887190052928,0.00436971797513232,-0.0020190415639380335,0.010886090961982835,0.0027215227404957087,0.01258173673184839,0.018044433363787814,0.004511108340946954,0.028835332778939356,0.46961822090392513,0.020618319579509912,0.8640989467445239,medium,increase,decrease,AISD
